nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logNpix,tau
2.0000e+03,2.1000e+01,1.0000e+00,6.5421e+00,-6.1141e+05,-6.1141e+05,-6.9884e-02,-6.1141e+05,1.4670e-01,6.4668e+00,1.6952e+05,2.5208e+03,-1.1615e+00,-1.8737e+00,2.1611e+00,4.9244e+00
2.0000e+03,2.2000e+01,1.0000e+00,6.8323e+00,-6.1075e+05,-6.1076e+05,-7.3211e-02,-6.1076e+05,1.4674e-01,6.4701e+00,1.6929e+05,2.5288e+03,3.5436e-01,-3.4441e-01,3.9637e+00,2.8974e+00
2.0000e+03,2.3000e+01,2.0000e+00,7.0988e+00,-6.1005e+05,-6.1006e+05,-7.6539e-02,-6.1006e+05,1.4677e-01,6.4735e+00,1.6863e+05,2.5446e+03,-7.5336e-01,-3.4263e-01,2.4512e+00,1.3737e+00
2.0000e+03,2.4000e+01,1.0000e+00,7.3846e+00,-6.0978e+05,-6.0979e+05,-7.9867e-02,-6.0979e+05,1.4681e-01,6.4768e+00,1.6794e+05,2.5531e+03,-1.4469e+00,-1.2399e+00,3.8092e+00,1.9157e+00
2.0000e+03,2.5000e+01,1.0000e+00,7.6687e+00,-6.0818e+05,-6.0819e+05,-8.3195e-02,-6.0819e+05,1.4685e-01,6.4801e+00,1.6767e+05,2.5596e+03,3.9477e-01,-2.8593e-01,2.1302e+00,2.4461e+00
2.0000e+03,2.6000e+01,2.0000e+00,7.9268e+00,-6.0637e+05,-6.0638e+05,-8.6523e-02,-6.0638e+05,1.4689e-01,6.4834e+00,1.6606e+05,2.5764e+03,-3.5468e-01,-1.7587e+00,6.9998e+00,1.9948e+01
2.0000e+03,2.7000e+01,1.0000e+00,8.2067e+00,-6.0603e+05,-6.0604e+05,-8.9850e-02,-6.0604e+05,1.4692e-01,6.4868e+00,1.6426e+05,2.5839e+03,-6.0719e-01,-1.3863e+00,2.0864e+00,5.9412e+00
2.0000e+03,2.8000e+01,1.0000e+00,8.4848e+00,-6.0592e+05,-6.0592e+05,-9.3178e-02,-6.0592e+05,1.4696e-01,6.4901e+00,1.6391e+05,2.5918e+03,-6.6649e-01,-9.2830e-01,2.0310e+00,6.0828e+00
2.0000e+03,2.9000e+01,1.0000e+00,8.7613e+00,-6.0588e+05,-6.0589e+05,-9.6506e-02,-6.0589e+05,1.4700e-01,6.4934e+00,1.6380e+05,2.5998e+03,-6.8915e-01,-2.0135e-01,2.4239e+00,3.7046e+00
2.0000e+03,3.0000e+01,1.0000e+00,9.0361e+00,-6.0581e+05,-6.0581e+05,-9.9834e-02,-6.0581e+05,1.4704e-01,6.4968e+00,1.6377e+05,2.6093e+03,3.8012e-01,-2.3949e-01,4.2907e+00,4.4447e-01
2.0000e+03,3.1000e+01,2.0000e+00,9.2814e+00,-6.0563e+05,-6.0563e+05,-1.0316e-01,-6.0563e+05,1.4707e-01,6.5001e+00,1.6369e+05,2.6246e+03,-6.1281e-01,-3.7997e-01,2.5193e+00,4.6767e+00
2.0000e+03,3.2000e+01,1.0000e+00,9.5522e+00,-6.0480e+05,-6.0481e+05,-1.0649e-01,-6.0481e+05,1.4711e-01,6.5034e+00,1.6351e+05,2.6326e+03,3.0426e-01,-1.5269e+00,2.6429e+00,6.4257e+00
2.0000e+03,3.3000e+01,1.0000e+00,9.8214e+00,-6.0413e+05,-6.0414e+05,-1.0982e-01,-6.0414e+05,1.4715e-01,6.5067e+00,1.6269e+05,2.6414e+03,-1.4603e+00,-7.1663e-01,2.8117e+00,5.2253e+00
2.0000e+03,3.4000e+01,1.0000e+00,1.0089e+01,-6.0345e+05,-6.0346e+05,-1.1314e-01,-6.0346e+05,1.4719e-01,6.5101e+00,1.6202e+05,2.6494e+03,-1.3586e+00,-1.6848e+00,2.8078e+00,5.7444e+00
2.0000e+03,3.5000e+01,1.0000e+00,1.0355e+01,-6.0313e+05,-6.0314e+05,-1.1647e-01,-6.0314e+05,1.4723e-01,6.5134e+00,1.6134e+05,2.6560e+03,-7.0012e-02,-5.5182e-01,2.0934e+00,5.7877e+00
2.0000e+03,3.6000e+01,1.0000e+00,1.0619e+01,-6.0270e+05,-6.0270e+05,-1.1980e-01,-6.0270e+05,1.4726e-01,6.5167e+00,1.6102e+05,2.6636e+03,-7.7802e-01,-8.9849e-02,2.6508e+00,5.5296e+00
2.0000e+03,3.7000e+01,1.0000e+00,1.0882e+01,-6.0266e+05,-6.0266e+05,-1.2313e-01,-6.0266e+05,1.4730e-01,6.5200e+00,1.6058e+05,2.6728e+03,-1.2906e+00,-1.2525e+00,2.1089e+00,9.0219e+00
2.0000e+03,3.8000e+01,1.0000e+00,1.1144e+01,-6.0235e+05,-6.0236e+05,-1.2646e-01,-6.0236e+05,1.4734e-01,6.5234e+00,1.6054e+05,2.6807e+03,-8.0904e-01,-8.1656e-01,3.1453e+00,5.4246e+00
2.0000e+03,3.9000e+01,1.0000e+00,1.1404e+01,-6.0161e+05,-6.0162e+05,-1.2978e-01,-6.0162e+05,1.4738e-01,6.5267e+00,1.6024e+05,2.6884e+03,-1.0371e+00,-1.8090e-02,2.0300e+00,6.7715e+00
2.0000e+03,4.0000e+01,1.0000e+00,1.1662e+01,-6.0161e+05,-6.0162e+05,-1.3311e-01,-6.0162e+05,1.4514e-01,6.3301e+00,1.5950e+05,2.6954e+03,3.0702e-01,-6.5315e-02,2.3377e+00,6.4200e+00
2.0000e+03,4.1000e+01,1.0000e+00,1.1919e+01,-6.0079e+05,-6.0080e+05,-1.3644e-01,-6.0080e+05,1.4745e-01,6.5334e+00,1.5949e+05,2.7039e+03,3.4529e-01,-1.6986e+00,2.6549e+00,7.6996e+00
2.0000e+03,4.2000e+01,1.0000e+00,1.2174e+01,-6.0076e+05,-6.0077e+05,-1.3977e-01,-6.0077e+05,1.4749e-01,6.5367e+00,1.5868e+05,2.7118e+03,4.0298e-01,-6.3404e-01,2.3808e+00,8.2606e+00
2.0000e+03,4.3000e+01,1.0000e+00,1.2428e+01,-6.0073e+05,-6.0074e+05,-1.4309e-01,-6.0074e+05,1.4753e-01,6.5400e+00,1.5865e+05,2.7202e+03,-7.7023e-01,-7.6921e-01,2.3769e+00,7.4396e+00
2.0000e+03,4.4000e+01,1.0000e+00,1.2680e+01,-6.0071e+05,-6.0072e+05,-1.4642e-01,-6.0072e+05,1.4756e-01,6.5433e+00,1.5861e+05,2.7288e+03,1.6442e-01,-4.4707e-01,2.3058e+00,6.5161e+00
2.0000e+03,4.5000e+01,1.0000e+00,1.2931e+01,-6.0057e+05,-6.0057e+05,-1.4975e-01,-6.0057e+05,1.4760e-01,6.5467e+00,1.5860e+05,2.7366e+03,-3.4742e-03,-9.5076e-01,3.4538e+00,4.6410e+00
2.0000e+03,4.6000e+01,1.0000e+00,1.3181e+01,-6.0006e+05,-6.0007e+05,-1.5308e-01,-6.0007e+05,1.4764e-01,6.5500e+00,1.5845e+05,2.7442e+03,-2.4057e-01,-1.8809e+00,2.9844e+00,5.6562e+00
2.0000e+03,4.7000e+01,1.0000e+00,1.3429e+01,-6.0004e+05,-6.0005e+05,-1.5641e-01,-6.0005e+05,1.4767e-01,6.5533e+00,1.5795e+05,2.7520e+03,-1.2719e+00,-9.8380e-02,3.6285e+00,3.9530e+00
2.0000e+03,4.8000e+01,1.0000e+00,1.3675e+01,-5.9970e+05,-5.9970e+05,-1.5973e-01,-5.9970e+05,1.4771e-01,6.5567e+00,1.5793e+05,2.7584e+03,3.0747e-01,-1.7230e+00,2.0077e+00,1.2295e+01
2.0000e+03,4.9000e+01,1.0000e+00,1.3920e+01,-5.9948e+05,-5.9949e+05,-1.6306e-01,-5.9949e+05,1.4775e-01,6.5600e+00,1.5758e+05,2.7672e+03,2.6354e-01,-4.7466e-01,4.3221e+00,1.5710e+00
2.0000e+03,5.0000e+01,1.0000e+00,1.4164e+01,-5.9932e+05,-5.9932e+05,-1.6639e-01,-5.9932e+05,1.4779e-01,6.5633e+00,1.5737e+05,2.7753e+03,-1.2236e+00,-6.5515e-01,2.1966e+00,8.6924e+00
2.0000e+03,5.1000e+01,2.0000e+00,1.4366e+01,-5.9911e+05,-5.9911e+05,-1.6972e-01,-5.9911e+05,1.4783e-01,6.5666e+00,1.5720e+05,2.7914e+03,-9.0571e-01,-5.6403e-01,6.9890e+00,1.1083e+01
2.0000e+03,5.2000e+01,2.0000e+00,1.4566e+01,-5.9826e+05,-5.9827e+05,-1.7305e-01,-5.9827e+05,1.4786e-01,6.5700e+00,1.5699e+05,2.8057e+03,-8.6972e-01,-1.0077e+00,2.2521e+00,1.1692e+01
2.0000e+03,5.3000e+01,1.0000e+00,1.4804e+01,-5.9794e+05,-5.9795e+05,-1.7637e-01,-5.9795e+05,1.4790e-01,6.5733e+00,1.5615e+05,2.8144e+03,-1.1571e+00,-5.2583e-01,2.6351e+00,7.4560e+00
2.0000e+03,5.4000e+01,1.0000e+00,1.5042e+01,-5.9759e+05,-5.9760e+05,-1.7970e-01,-5.9760e+05,1.4794e-01,6.5767e+00,1.5583e+05,2.8212e+03,-6.9001e-01,-7.0081e-04,2.5429e+00,6.6149e+00
2.0000e+03,5.5000e+01,1.0000e+00,1.5278e+01,-5.9677e+05,-5.9678e+05,-1.8303e-01,-5.9678e+05,1.4798e-01,6.5799e+00,1.5547e+05,2.8294e+03,-1.0036e+00,-4.0064e-01,2.0944e+00,9.6590e+00
2.0000e+03,5.6000e+01,2.0000e+00,1.5470e+01,-5.9661e+05,-5.9662e+05,-1.8636e-01,-5.9662e+05,1.4801e-01,6.5833e+00,1.5466e+05,2.8438e+03,4.3167e-01,-1.7057e+00,2.1482e+00,1.1918e+01
2.0000e+03,5.7000e+01,1.0000e+00,1.5702e+01,-5.9632e+05,-5.9632e+05,-1.8968e-01,-5.9632e+05,1.4805e-01,6.5866e+00,1.5450e+05,2.8518e+03,-1.1894e+00,-7.0088e-01,6.9083e+00,1.3927e+01
2.0000e+03,5.8000e+01,1.0000e+00,1.5934e+01,-5.9569e+05,-5.9570e+05,-1.9301e-01,-5.9570e+05,1.4809e-01,6.5900e+00,1.5420e+05,2.8611e+03,-5.0420e-02,-5.6664e-01,2.2054e+00,8.8457e+00
2.0000e+03,5.9000e+01,1.0000e+00,1.6164e+01,-5.9562e+05,-5.9563e+05,-1.9634e-01,-5.9563e+05,1.4812e-01,6.5932e+00,1.5358e+05,2.8700e+03,-5.5334e-01,-1.9489e-01,3.1300e+00,6.1527e+00
2.0000e+03,6.0000e+01,1.0000e+00,1.6393e+01,-5.9518e+05,-5.9519e+05,-1.9967e-01,-5.9519e+05,1.4816e-01,6.5966e+00,1.5351e+05,2.8768e+03,-3.1075e-01,-9.3338e-01,2.2166e+00,1.1273e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.6621e+01,-5.9516e+05,-5.9517e+05,-2.0300e-01,-5.9517e+05,1.4820e-01,6.5999e+00,1.5306e+05,2.8847e+03,-4.2904e-01,-1.1104e+00,2.1106e+00,1.2159e+01
2.0000e+03,6.2000e+01,1.0000e+00,1.6848e+01,-5.9495e+05,-5.9496e+05,-2.0632e-01,-5.9496e+05,1.4824e-01,6.6033e+00,1.5304e+05,2.8933e+03,-6.8159e-01,-5.4401e-01,2.8605e+00,7.7508e+00
2.0000e+03,6.3000e+01,1.0000e+00,1.7073e+01,-5.9461e+05,-5.9462e+05,-2.0965e-01,-5.9462e+05,1.4827e-01,6.6065e+00,1.5284e+05,2.8998e+03,-1.3826e+00,-1.8820e+00,2.2599e+00,1.0368e+01
2.0000e+03,6.4000e+01,1.0000e+00,1.7297e+01,-5.9459e+05,-5.9459e+05,-2.1298e-01,-5.9459e+05,1.4831e-01,6.6099e+00,1.5249e+05,2.9096e+03,-1.1956e+00,-6.9153e-01,2.6522e+00,9.1376e+00
2.0000e+03,6.5000e+01,1.0000e+00,1.7520e+01,-5.9451e+05,-5.9451e+05,-2.1631e-01,-5.9451e+05,1.4835e-01,6.6132e+00,1.5247e+05,2.9175e+03,-1.2835e+00,-5.1673e-01,2.9174e+00,7.0380e+00
2.0000e+03,6.6000e+01,1.0000e+00,1.7742e+01,-5.9420e+05,-5.9421e+05,-2.1963e-01,-5.9421e+05,1.4839e-01,6.6166e+00,1.5239e+05,2.9253e+03,-4.2842e-01,-1.4571e+00,2.1722e+00,1.2579e+01
2.0000e+03,6.7000e+01,1.0000e+00,1.7962e+01,-5.9372e+05,-5.9373e+05,-2.2296e-01,-5.9373e+05,1.4842e-01,6.6199e+00,1.5209e+05,2.9332e+03,-1.0534e+00,-1.1609e+00,2.3646e+00,1.3052e+01
2.0000e+03,6.8000e+01,2.0000e+00,1.8133e+01,-5.9350e+05,-5.9351e+05,-2.2629e-01,-5.9351e+05,1.4846e-01,6.6232e+00,1.5161e+05,2.9485e+03,-1.3804e+00,-1.6314e+00,2.2368e+00,1.3530e+01
2.0000e+03,6.9000e+01,2.0000e+00,1.8302e+01,-5.9319e+05,-5.9320e+05,-2.2962e-01,-5.9320e+05,1.4850e-01,6.6265e+00,1.5139e+05,2.9644e+03,-1.0570e-01,-1.1808e+00,2.0286e+00,1.9085e+01
2.0000e+03,7.0000e+01,1.0000e+00,1.8519e+01,-5.9306e+05,-5.9306e+05,-2.3295e-01,-5.9306e+05,1.4854e-01,6.6299e+00,1.5107e+05,2.9732e+03,-3.9506e-01,-1.4539e+00,6.8725e+00,1.3389e+01
2.0000e+03,7.1000e+01,1.0000e+00,1.8734e+01,-5.9292e+05,-5.9293e+05,-2.3627e-01,-5.9293e+05,1.4857e-01,6.6332e+00,1.5094e+05,2.9796e+03,-1.2871e+00,-1.4057e+00,2.2920e+00,1.2464e+01
2.0000e+03,7.2000e+01,2.0000e+00,1.8898e+01,-5.9256e+05,-5.9257e+05,-2.3960e-01,-5.9257e+05,1.4861e-01,6.6365e+00,1.5081e+05,2.9947e+03,-8.4066e-01,-9.9407e-01,2.5595e+00,1.2183e+01
2.0000e+03,7.3000e+01,1.0000e+00,1.9110e+01,-5.9234e+05,-5.9235e+05,-2.4293e-01,-5.9235e+05,1.4865e-01,6.6398e+00,1.5045e+05,3.0025e+03,1.9752e-01,-3.3540e-01,3.7283e+00,4.8754e+00
2.0000e+03,7.4000e+01,2.0000e+00,1.9271e+01,-5.9201e+05,-5.9201e+05,-2.4626e-01,-5.9201e+05,1.4868e-01,6.6432e+00,1.5022e+05,3.0161e+03,-1.4105e+00,-1.7742e+00,4.1902e+00,1.5144e+00
2.0000e+03,7.5000e+01,1.0000e+00,1.9481e+01,-5.9199e+05,-5.9200e+05,-2.4958e-01,-5.9200e+05,1.4872e-01,6.6465e+00,1.4989e+05,3.0251e+03,3.2170e-01,-6.1573e-01,2.2147e+00,1.6688e+01
2.0000e+03,7.6000e+01,1.0000e+00,1.9689e+01,-5.9102e+05,-5.9103e+05,-2.5291e-01,-5.9103e+05,1.4876e-01,6.6498e+00,1.4988e+05,3.0337e+03,-9.3586e-01,-1.3300e+00,2.4176e+00,1.5241e+01
2.0000e+03,7.7000e+01,2.0000e+00,1.9845e+01,-5.9091e+05,-5.9092e+05,-2.5624e-01,-5.9092e+05,1.4880e-01,6.6532e+00,1.4891e+05,3.0493e+03,-9.6600e-01,-1.3836e+00,2.8865e+00,9.7029e+00
2.0000e+03,7.8000e+01,1.0000e+00,2.0051e+01,-5.9082e+05,-5.9082e+05,-2.5957e-01,-5.9082e+05,1.4883e-01,6.6565e+00,1.4880e+05,3.0576e+03,-5.7326e-01,-5.9333e-01,2.3302e+00,1.3413e+01
2.0000e+03,7.9000e+01,1.0000e+00,2.0256e+01,-5.9071e+05,-5.9071e+05,-2.6290e-01,-5.9071e+05,1.4887e-01,6.6598e+00,1.4870e+05,3.0656e+03,-9.5883e-01,-9.5539e-01,2.4916e+00,1.4301e+01
2.0000e+03,8.0000e+01,1.0000e+00,2.0460e+01,-5.9059e+05,-5.9059e+05,-2.6622e-01,-5.9059e+05,1.4891e-01,6.6632e+00,1.4859e+05,3.0740e+03,-1.2746e+00,-1.1900e+00,2.2104e+00,1.8539e+01
2.0000e+03,8.1000e+01,2.0000e+00,2.0611e+01,-5.9041e+05,-5.9042e+05,-2.6955e-01,-5.9042e+05,1.4894e-01,6.6665e+00,1.4847e+05,3.0915e+03,-4.7303e-01,-3.8587e-01,2.4948e+00,9.5034e+00
2.0000e+03,8.2000e+01,1.0000e+00,2.0812e+01,-5.9030e+05,-5.9030e+05,-2.7288e-01,-5.9030e+05,1.4898e-01,6.6698e+00,1.4829e+05,3.1000e+03,-6.6154e-01,-8.6267e-01,2.2086e+00,1.9913e+01
2.0000e+03,8.3000e+01,1.0000e+00,2.1013e+01,-5.8984e+05,-5.8985e+05,-2.7621e-01,-5.8985e+05,1.4902e-01,6.6731e+00,1.4818e+05,3.1065e+03,-4.0432e-01,-5.3953e-01,2.1399e+00,1.7285e+01
2.0000e+03,8.4000e+01,2.0000e+00,2.1159e+01,-5.8920e+05,-5.8921e+05,-2.7953e-01,-5.8921e+05,1.4906e-01,6.6765e+00,1.4773e+05,3.1217e+03,1.1824e-01,-6.8686e-02,2.4621e+00,1.1710e+01
2.0000e+03,8.5000e+01,2.0000e+00,2.1303e+01,-5.8883e+05,-5.8883e+05,-2.8286e-01,-5.8883e+05,1.4909e-01,6.6798e+00,1.4709e+05,3.1360e+03,-7.9651e-01,-7.3973e-01,3.7891e+00,4.3351e+00
2.0000e+03,8.6000e+01,2.0000e+00,2.1446e+01,-5.8881e+05,-5.8882e+05,-2.8619e-01,-5.8882e+05,1.4913e-01,6.6832e+00,1.4671e+05,3.1523e+03,-1.6558e-01,-1.7014e+00,4.3546e+00,5.4361e-01
2.0000e+03,8.7000e+01,1.0000e+00,2.1642e+01,-5.8859e+05,-5.8860e+05,-2.8952e-01,-5.8860e+05,1.4917e-01,6.6865e+00,1.4669e+05,3.1595e+03,2.3630e-01,-6.5434e-01,2.4374e+00,1.7751e+01
2.0000e+03,8.8000e+01,1.0000e+00,2.1836e+01,-5.8853e+05,-5.8853e+05,-2.9285e-01,-5.8853e+05,1.4921e-01,6.6898e+00,1.4648e+05,3.1674e+03,3.6565e-01,-3.4771e-01,2.7272e+00,1.2975e+01
2.0000e+03,8.9000e+01,1.0000e+00,2.2030e+01,-5.8831e+05,-5.8832e+05,-2.9617e-01,-5.8832e+05,1.4924e-01,6.6931e+00,1.4641e+05,3.1739e+03,-4.2624e-01,-3.6160e-01,2.2856e+00,1.3421e+01
2.0000e+03,9.0000e+01,1.0000e+00,2.2222e+01,-5.8787e+05,-5.8788e+05,-2.9950e-01,-5.8788e+05,1.4928e-01,6.6964e+00,1.4619e+05,3.1820e+03,-4.4213e-01,-7.9324e-01,2.4113e+00,1.4225e+01
2.0000e+03,9.1000e+01,1.0000e+00,2.2414e+01,-5.8785e+05,-5.8786e+05,-3.0283e-01,-5.8786e+05,1.4932e-01,6.6997e+00,1.4575e+05,3.1899e+03,-1.3246e+00,-2.6819e-01,2.2062e+00,1.9168e+01
2.0000e+03,9.2000e+01,2.0000e+00,2.2549e+01,-5.8782e+05,-5.8782e+05,-3.0616e-01,-5.8782e+05,1.4935e-01,6.7031e+00,1.4574e+05,3.2040e+03,3.7053e-01,-3.7915e-01,2.9417e+00,1.1788e+01
2.0000e+03,9.3000e+01,1.0000e+00,2.2738e+01,-5.8648e+05,-5.8648e+05,-3.0948e-01,-5.8648e+05,1.4939e-01,6.7064e+00,1.4570e+05,3.2140e+03,-5.6944e-01,-7.9234e-01,2.9089e+00,1.0429e+01
2.0000e+03,9.4000e+01,1.0000e+00,2.2927e+01,-5.8641e+05,-5.8641e+05,-3.1281e-01,-5.8641e+05,1.4943e-01,6.7097e+00,1.4436e+05,3.2212e+03,-1.4202e+00,-3.3136e-01,2.5853e+00,1.0510e+01
2.0000e+03,9.5000e+01,1.0000e+00,2.3114e+01,-5.8606e+05,-5.8607e+05,-3.1614e-01,-5.8607e+05,1.4946e-01,6.7131e+00,1.4429e+05,3.2292e+03,4.6874e-01,-7.6876e-01,2.7736e+00,1.6646e+01
2.0000e+03,9.6000e+01,1.0000e+00,2.3301e+01,-5.8565e+05,-5.8566e+05,-3.1947e-01,-5.8566e+05,1.4950e-01,6.7164e+00,1.4395e+05,3.2370e+03,-6.4431e-04,-1.8901e+00,2.3910e+00,1.5808e+01
2.0000e+03,9.7000e+01,1.0000e+00,2.3487e+01,-5.8554e+05,-5.8555e+05,-3.2280e-01,-5.8555e+05,1.4954e-01,6.7198e+00,1.4353e+05,3.2454e+03,-1.0965e+00,-6.0341e-01,6.7610e+00,1.7810e+01
2.0000e+03,9.8000e+01,1.0000e+00,2.3671e+01,-5.8552e+05,-5.8553e+05,-3.2612e-01,-5.8553e+05,1.4958e-01,6.7231e+00,2.7359e+05,3.2539e+03,-9.3481e-01,-1.4133e+00,2.6303e+00,1.7874e+01
2.0000e+03,9.9000e+01,3.0000e+00,2.3741e+01,-5.8531e+05,-5.8532e+05,-3.2945e-01,-5.8532e+05,1.4961e-01,6.7264e+00,2.7358e+05,3.2773e+03,-3.2406e-01,-1.9497e+00,6.9455e+00,1.5084e+00
2.0000e+03,1.0000e+02,1.0000e+00,2.3923e+01,-5.8527e+05,-5.8527e+05,-3.3278e-01,-5.8527e+05,1.4965e-01,6.7297e+00,2.7337e+05,3.2841e+03,-8.7085e-02,-1.9365e+00,3.1972e+00,7.4840e+00
2.0000e+03,1.0100e+02,1.0000e+00,2.4105e+01,-5.8524e+05,-5.8525e+05,-3.3611e-01,-5.8525e+05,1.4969e-01,6.7330e+00,2.7332e+05,3.2907e+03,-1.4813e+00,-1.9870e-01,6.8862e+00,1.1182e+01
2.0000e+03,1.0200e+02,1.0000e+00,2.4286e+01,-5.8481e+05,-5.8482e+05,-3.3943e-01,-5.8482e+05,1.4972e-01,6.7363e+00,2.7329e+05,3.2987e+03,-8.8624e-02,-4.7194e-01,3.7230e+00,5.1118e+00
2.0000e+03,1.0300e+02,1.0000e+00,2.4466e+01,-5.8467e+05,-5.8468e+05,-3.4276e-01,-5.8468e+05,1.4976e-01,6.7397e+00,2.7286e+05,3.3066e+03,-4.4552e-01,-1.6047e+00,2.8285e+00,1.0070e+01
