nlive,niter,ncall,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logzh,logdust,logNpix
2.0000e+03,1.8000e+01,2.6000e+01,2.5000e+01,-1.4601e+06,-1.4601e+06,-3.7625e-01,-1.4601e+06,3.1408e-01,4.9814e+00,inf,5.7952e+01,-2.6512e-01,-1.7575e-01,3.5810e+00
2.0000e+03,1.9000e+01,2.7000e+01,2.5974e+01,-1.4274e+06,-1.4274e+06,-3.9605e-01,-1.4274e+06,3.1470e-01,5.0011e+00,inf,6.0046e+01,7.0717e-02,-4.4005e-01,2.5452e+00
2.0000e+03,2.0000e+01,2.9000e+01,2.6582e+01,-1.4046e+06,-1.4046e+06,-4.1586e-01,-1.4046e+06,3.1533e-01,5.0211e+00,inf,6.4488e+01,-2.8561e-01,-8.6811e-01,2.0135e+00
2.0000e+03,2.1000e+01,3.1000e+01,2.7160e+01,-1.2576e+06,-1.2576e+06,-4.3566e-01,-1.2576e+06,3.1594e-01,5.0408e+00,inf,6.8722e+01,-1.1571e+00,-5.2583e-01,2.2541e+00
2.0000e+03,2.2000e+01,3.2000e+01,2.8049e+01,-1.2452e+06,-1.2452e+06,-4.5546e-01,-1.2452e+06,3.1657e-01,5.0607e+00,inf,7.0879e+01,-3.7761e-01,-9.9383e-01,2.0275e+00
2.0000e+03,2.3000e+01,3.3000e+01,2.8916e+01,-1.2180e+06,-1.2180e+06,-4.7526e-01,-1.2180e+06,3.1718e-01,5.0804e+00,inf,7.2994e+01,-8.2965e-01,-6.8490e-01,2.1467e+00
2.0000e+03,2.4000e+01,3.5000e+01,2.9412e+01,-1.2126e+06,-1.2126e+06,-4.9507e-01,-1.2126e+06,3.1780e-01,5.1001e+00,inf,7.7454e+01,-8.6491e-01,-8.6342e-01,2.0187e+00
2.0000e+03,2.5000e+01,3.7000e+01,2.9885e+01,-1.2003e+06,-1.2003e+06,-5.1487e-01,-1.2003e+06,3.1842e-01,5.1201e+00,inf,8.1937e+01,-4.6683e-02,-1.9982e-01,3.5583e+00
2.0000e+03,2.6000e+01,3.9000e+01,3.0337e+01,-1.1733e+06,-1.1733e+06,-5.3467e-01,-1.1733e+06,3.1903e-01,5.1398e+00,inf,8.6432e+01,-1.3832e+00,-7.5735e-01,2.0454e+00
2.0000e+03,2.7000e+01,4.0000e+01,3.1111e+01,-1.1274e+06,-1.1275e+06,-5.5447e-01,-1.1275e+06,3.1965e-01,5.1598e+00,inf,8.8643e+01,3.1863e-01,-1.8804e+00,2.3686e+00
2.0000e+03,2.8000e+01,4.1000e+01,3.1868e+01,-1.1002e+06,-1.1002e+06,-5.7428e-01,-1.1002e+06,3.2026e-01,5.1795e+00,inf,9.0787e+01,-8.8005e-02,-1.7003e+00,3.4921e+00
2.0000e+03,2.9000e+01,4.4000e+01,3.1915e+01,-1.0772e+06,-1.0772e+06,-5.9408e-01,-1.0772e+06,3.2087e-01,5.1992e+00,inf,9.7255e+01,2.0780e-01,-1.4259e+00,2.3461e+00
2.0000e+03,3.0000e+01,4.5000e+01,3.2632e+01,-1.0404e+06,-1.0404e+06,-6.1388e-01,-1.0404e+06,3.2148e-01,5.2190e+00,inf,9.9444e+01,-8.1117e-01,-7.1824e-01,2.2524e+00
2.0000e+03,3.1000e+01,4.6000e+01,3.3333e+01,-1.0094e+06,-1.0094e+06,-6.3368e-01,-1.0094e+06,3.2209e-01,5.2388e+00,inf,1.0167e+02,-7.6070e-01,-7.9133e-01,2.2062e+00
2.0000e+03,3.2000e+01,4.7000e+01,3.4021e+01,-9.3702e+05,-9.3703e+05,-6.5349e-01,-9.3703e+05,3.2270e-01,5.2587e+00,inf,1.0382e+02,-1.1348e+00,-1.9641e-01,3.4131e+00
2.0000e+03,3.3000e+01,4.9000e+01,3.4343e+01,-9.2941e+05,-9.2942e+05,-6.7329e-01,-9.2942e+05,3.2331e-01,5.2785e+00,9.3132e+05,1.0838e+02,-2.7570e-01,-1.6360e-01,3.2515e+00
2.0000e+03,3.4000e+01,5.2000e+01,3.4314e+01,-8.9872e+05,-8.9872e+05,-6.9309e-01,-8.9872e+05,3.2391e-01,5.2982e+00,9.2371e+05,1.1480e+02,-1.1086e+00,-1.2354e+00,2.1077e+00
2.0000e+03,3.5000e+01,5.5000e+01,3.4286e+01,-8.7930e+05,-8.7930e+05,-7.1289e-01,-8.7930e+05,3.2452e-01,5.3180e+00,8.9301e+05,1.2131e+02,2.3208e-02,-1.7119e-01,3.3172e+00
2.0000e+03,3.6000e+01,5.8000e+01,3.4259e+01,-8.5316e+05,-8.5317e+05,-7.3270e-01,-8.5317e+05,3.2512e-01,5.3379e+00,8.7359e+05,1.2795e+02,3.0718e-01,-1.4448e+00,2.5133e+00
2.0000e+03,3.7000e+01,6.0000e+01,3.4545e+01,-8.5074e+05,-8.5075e+05,-7.5250e-01,-8.5075e+05,3.2572e-01,5.3577e+00,8.4746e+05,1.3231e+02,-1.0534e+00,-1.1609e+00,2.1458e+00
2.0000e+03,3.8000e+01,6.1000e+01,3.5135e+01,-8.4428e+05,-8.4429e+05,-7.7230e-01,-8.4429e+05,3.2633e-01,5.3775e+00,8.4504e+05,1.3446e+02,-1.2125e+00,-5.9148e-01,3.4092e+00
2.0000e+03,3.9000e+01,6.2000e+01,3.5714e+01,-8.2970e+05,-8.2970e+05,-7.9211e-01,-8.2970e+05,3.2692e-01,5.3972e+00,8.3858e+05,1.3661e+02,-8.4066e-01,-9.9407e-01,2.2238e+00
2.0000e+03,4.0000e+01,6.8000e+01,3.4746e+01,-7.9117e+05,-7.9117e+05,-8.1191e-01,-7.9117e+05,3.2752e-01,5.4171e+00,8.2399e+05,1.5034e+02,-1.2097e+00,-1.8826e+00,2.1180e+00
2.0000e+03,4.1000e+01,7.1000e+01,3.4711e+01,-7.7539e+05,-7.7539e+05,-8.3171e-01,-7.7539e+05,3.2812e-01,5.4369e+00,7.8546e+05,1.5694e+02,3.6628e-01,-6.9724e-01,2.7944e+00
2.0000e+03,4.2000e+01,7.2000e+01,3.5246e+01,-7.7219e+05,-7.7220e+05,-8.5151e-01,-7.7220e+05,3.2872e-01,5.4567e+00,7.6968e+05,1.5916e+02,-4.7199e-01,-2.6226e-01,3.4407e+00
2.0000e+03,4.3000e+01,7.4000e+01,3.5484e+01,-7.6974e+05,-7.6975e+05,-8.7132e-01,-7.6975e+05,3.2931e-01,5.4764e+00,7.6649e+05,1.6358e+02,-3.0169e-01,-1.4177e+00,2.3028e+00
2.0000e+03,4.4000e+01,7.5000e+01,3.6000e+01,-7.3357e+05,-7.3357e+05,-8.9112e-01,-7.3357e+05,3.2991e-01,5.4963e+00,7.6404e+05,1.6574e+02,4.9930e-01,-1.7829e+00,2.6548e+00
2.0000e+03,4.5000e+01,7.7000e+01,3.6220e+01,-6.9523e+05,-6.9524e+05,-9.1092e-01,-6.9524e+05,3.3050e-01,5.5161e+00,7.2786e+05,1.7016e+02,-3.5153e-01,-9.4552e-01,2.3953e+00
2.0000e+03,4.6000e+01,8.5000e+01,3.4815e+01,-6.3020e+05,-6.3020e+05,-9.3072e-01,-6.3020e+05,3.3110e-01,5.5359e+00,6.8953e+05,1.8769e+02,-1.4956e+00,-1.9161e+00,2.2836e+00
2.0000e+03,4.7000e+01,8.7000e+01,3.5036e+01,-6.2942e+05,-6.2943e+05,-9.5053e-01,-6.2943e+05,3.3169e-01,5.5557e+00,6.2449e+05,1.9189e+02,-3.6326e-01,-1.5965e+00,3.3966e+00
2.0000e+03,4.8000e+01,9.5000e+01,3.3793e+01,-6.2602e+05,-6.2603e+05,-9.7033e-01,-6.2603e+05,3.3228e-01,5.5755e+00,6.2372e+05,2.0965e+02,-4.6745e-01,-6.0159e-01,2.5973e+00
2.0000e+03,4.9000e+01,9.8000e+01,3.3784e+01,-5.8110e+05,-5.8111e+05,-9.9013e-01,-5.8111e+05,3.3287e-01,5.5953e+00,6.2032e+05,2.1625e+02,-2.3973e-01,-1.2843e+00,2.4256e+00
2.0000e+03,5.0000e+01,9.9000e+01,3.4228e+01,-5.6554e+05,-5.6555e+05,-1.0099e+00,-5.6555e+05,3.3346e-01,5.6151e+00,5.7540e+05,2.1841e+02,-1.3586e+00,-1.6848e+00,2.3231e+00
2.0000e+03,5.1000e+01,1.0000e+02,3.4667e+01,-5.4677e+05,-5.4678e+05,-1.0297e+00,-5.4678e+05,3.3405e-01,5.6349e+00,5.5984e+05,2.2058e+02,-1.3307e-01,-5.7460e-01,2.7405e+00
2.0000e+03,5.2000e+01,1.0400e+02,3.4416e+01,-5.2615e+05,-5.2615e+05,-1.0495e+00,-5.2615e+05,3.3463e-01,5.6547e+00,5.4107e+05,2.2939e+02,-1.4268e+00,-2.6370e-01,3.3457e+00
2.0000e+03,5.3000e+01,1.1300e+02,3.3129e+01,-5.0374e+05,-5.0375e+05,-1.0693e+00,-5.0375e+05,3.3522e-01,5.6745e+00,5.2044e+05,2.4894e+02,-5.5530e-01,-2.8625e-01,3.3295e+00
2.0000e+03,5.4000e+01,1.1400e+02,3.3537e+01,-4.8857e+05,-4.8858e+05,-1.0891e+00,-4.8858e+05,3.3580e-01,5.6943e+00,4.9804e+05,2.5115e+02,-6.7984e-01,-1.9162e+00,2.3484e+00
2.0000e+03,5.5000e+01,1.2200e+02,3.2558e+01,-4.8542e+05,-4.8543e+05,-1.1089e+00,-4.8543e+05,3.3638e-01,5.7141e+00,4.8287e+05,2.6842e+02,4.2891e-01,-1.9659e+00,3.3531e+00
2.0000e+03,5.6000e+01,1.2700e+02,3.2203e+01,-4.6658e+05,-4.6658e+05,-1.1287e+00,-4.6658e+05,3.3697e-01,5.7339e+00,4.7972e+05,2.7943e+02,-9.3326e-02,-1.8679e+00,3.3380e+00
2.0000e+03,5.7000e+01,1.3100e+02,3.2044e+01,-4.6087e+05,-4.6087e+05,-1.1486e+00,-4.6087e+05,3.3755e-01,5.7537e+00,4.6087e+05,2.8814e+02,-1.2057e+00,-1.9407e+00,3.1878e+00
2.0000e+03,5.8000e+01,1.3900e+02,3.1217e+01,-4.5652e+05,-4.5653e+05,-1.1684e+00,-4.5653e+05,3.3813e-01,5.7735e+00,4.5516e+05,3.0555e+02,2.5814e-01,-1.4948e+00,2.6960e+00
2.0000e+03,5.9000e+01,1.4500e+02,3.0769e+01,-4.3865e+05,-4.3866e+05,-1.1882e+00,-4.3866e+05,3.3871e-01,5.7933e+00,4.5082e+05,3.1860e+02,-1.6116e-01,-4.6577e-01,3.4162e+00
2.0000e+03,6.0000e+01,1.4900e+02,3.0653e+01,-4.0841e+05,-4.0841e+05,-1.2080e+00,-4.0841e+05,3.3929e-01,5.8131e+00,4.3295e+05,3.2732e+02,1.0321e-01,-4.3453e-01,3.4027e+00
2.0000e+03,6.1000e+01,1.5200e+02,3.0693e+01,-4.0777e+05,-4.0777e+05,-1.2278e+00,-4.0777e+05,3.3986e-01,5.8329e+00,4.0270e+05,3.3372e+02,-1.2151e+00,-8.9506e-01,2.5461e+00
2.0000e+03,6.2000e+01,1.5300e+02,3.1034e+01,-4.0315e+05,-4.0316e+05,-1.2476e+00,-4.0316e+05,3.4044e-01,5.8527e+00,4.0206e+05,3.3586e+02,-1.0687e+00,-5.3011e-01,2.7312e+00
2.0000e+03,6.3000e+01,1.5500e+02,3.1220e+01,-3.9472e+05,-3.9473e+05,-1.2674e+00,-3.9473e+05,3.4102e-01,5.8725e+00,3.9745e+05,3.4032e+02,4.4758e-01,-9.2904e-01,2.8896e+00
2.0000e+03,6.4000e+01,1.5800e+02,3.1250e+01,-3.9408e+05,-3.9409e+05,-1.2872e+00,-3.9409e+05,3.4159e-01,5.8924e+00,3.8902e+05,3.4711e+02,-1.3900e+00,-1.3536e+00,3.1810e+00
2.0000e+03,6.5000e+01,1.6000e+02,3.1429e+01,-3.9396e+05,-3.9397e+05,-1.3070e+00,-3.9397e+05,3.4216e-01,5.9121e+00,3.8838e+05,3.5134e+02,-6.4958e-01,-1.7222e+00,2.4324e+00
2.0000e+03,6.6000e+01,1.6100e+02,3.1754e+01,-3.8741e+05,-3.8742e+05,-1.3268e+00,-3.8742e+05,3.4274e-01,5.9320e+00,3.8826e+05,3.5348e+02,-1.3737e+00,-1.9356e+00,2.4849e+00
2.0000e+03,6.7000e+01,1.6300e+02,3.1925e+01,-3.8434e+05,-3.8435e+05,-1.3466e+00,-3.8435e+05,3.4331e-01,5.9517e+00,3.8171e+05,3.5778e+02,-1.1922e+00,-1.0082e+00,2.5226e+00
2.0000e+03,6.8000e+01,1.6400e+02,3.2243e+01,-3.8177e+05,-3.8178e+05,-1.3664e+00,-3.8178e+05,3.4388e-01,5.9716e+00,3.7864e+05,3.5994e+02,-1.4626e+00,-1.4284e+00,3.1610e+00
2.0000e+03,6.9000e+01,1.6700e+02,3.2258e+01,-3.7284e+05,-3.7285e+05,-1.3862e+00,-3.7285e+05,3.4445e-01,5.9913e+00,3.7607e+05,3.6643e+02,-5.5673e-01,-1.7857e+00,2.4584e+00
2.0000e+03,7.0000e+01,1.7200e+02,3.1982e+01,-3.5484e+05,-3.5485e+05,-1.4060e+00,-3.5485e+05,3.4502e-01,6.0112e+00,3.6714e+05,3.7730e+02,-1.7791e-01,-7.3937e-01,2.7419e+00
2.0000e+03,7.1000e+01,1.7300e+02,3.2287e+01,-3.4125e+05,-3.4126e+05,-1.4258e+00,-3.4126e+05,3.4558e-01,6.0310e+00,3.4914e+05,3.7946e+02,1.6201e-01,-7.3255e-01,2.8766e+00
2.0000e+03,7.2000e+01,1.8200e+02,3.1466e+01,-3.3356e+05,-3.3357e+05,-1.4456e+00,-3.3357e+05,3.4615e-01,6.0508e+00,3.3555e+05,3.9922e+02,8.4995e-02,-1.3415e+00,2.7144e+00
2.0000e+03,7.3000e+01,1.9100e+02,3.0705e+01,-3.1967e+05,-3.1968e+05,-1.4654e+00,-3.1968e+05,3.4672e-01,6.0706e+00,3.2786e+05,4.1889e+02,-8.6539e-01,-3.6337e-01,3.0151e+00
2.0000e+03,7.4000e+01,1.9500e+02,3.0612e+01,-3.1764e+05,-3.1765e+05,-1.4852e+00,-3.1765e+05,3.4728e-01,6.0904e+00,3.1397e+05,4.2785e+02,2.1295e-01,-5.4441e-01,3.3847e+00
2.0000e+03,7.5000e+01,1.9600e+02,3.0894e+01,-3.1033e+05,-3.1034e+05,-1.5050e+00,-3.1034e+05,3.4785e-01,6.1102e+00,3.1194e+05,4.3007e+02,-1.0376e+00,-1.9509e+00,2.5147e+00
2.0000e+03,7.6000e+01,2.0100e+02,3.0677e+01,-2.9066e+05,-2.9066e+05,-1.5248e+00,-2.9066e+05,3.4841e-01,6.1300e+00,3.0463e+05,4.4112e+02,-3.0353e-01,-1.7871e+00,2.5943e+00
2.0000e+03,7.7000e+01,2.0700e+02,3.0350e+01,-2.6614e+05,-2.6614e+05,-1.5446e+00,-2.6614e+05,3.4897e-01,6.1498e+00,2.8495e+05,4.5421e+02,2.1017e-01,-1.9603e+00,3.2834e+00
2.0000e+03,7.8000e+01,2.1000e+02,3.0385e+01,-2.4857e+05,-2.4858e+05,-1.5644e+00,-2.4858e+05,3.4953e-01,6.1696e+00,2.6043e+05,4.6094e+02,-1.4654e+00,-1.8627e+00,2.6412e+00
2.0000e+03,7.9000e+01,2.1700e+02,2.9963e+01,-1.9216e+05,-1.9217e+05,-1.5842e+00,-1.9217e+05,3.5009e-01,6.1894e+00,2.4287e+05,4.7597e+02,1.3741e-01,-9.0976e-01,2.9025e+00
2.0000e+03,8.0000e+01,2.1800e+02,3.0224e+01,-1.9178e+05,-1.9178e+05,-1.6040e+00,-1.9178e+05,3.5065e-01,6.2092e+00,1.8646e+05,4.7819e+02,-2.5408e-01,-1.1741e+00,2.7261e+00
2.0000e+03,8.1000e+01,2.2200e+02,3.0147e+01,-1.7959e+05,-1.7960e+05,-1.6238e+00,-1.7960e+05,3.5121e-01,6.2290e+00,1.8607e+05,4.8715e+02,-3.8407e-01,-1.3545e+00,2.6773e+00
2.0000e+03,8.2000e+01,2.2300e+02,3.0403e+01,-1.7148e+05,-1.7149e+05,-1.6436e+00,-1.7149e+05,3.5177e-01,6.2488e+00,1.7389e+05,4.8943e+02,-1.1753e+00,-1.4849e+00,2.6852e+00
2.0000e+03,8.3000e+01,2.2500e+02,3.0545e+01,-1.6686e+05,-1.6686e+05,-1.6634e+00,-1.6686e+05,3.5233e-01,6.2686e+00,1.6578e+05,4.9397e+02,-2.7527e-01,-8.8869e-01,3.2590e+00
2.0000e+03,8.4000e+01,2.2700e+02,3.0686e+01,-1.5325e+05,-1.5326e+05,-1.6832e+00,-1.5326e+05,3.5288e-01,6.2884e+00,1.6115e+05,4.9844e+02,-1.0993e+00,-7.1286e-01,2.7997e+00
2.0000e+03,8.5000e+01,2.3000e+02,3.0714e+01,-1.5078e+05,-1.5078e+05,-1.7030e+00,-1.5078e+05,3.5344e-01,6.3082e+00,1.4755e+05,5.0526e+02,-6.2104e-01,-1.4359e+00,2.6700e+00
2.0000e+03,8.6000e+01,2.3200e+02,3.0851e+01,-1.4887e+05,-1.4887e+05,-1.7228e+00,-1.4887e+05,3.5399e-01,6.3280e+00,1.4507e+05,5.0968e+02,1.9169e-02,-1.3876e+00,3.2323e+00
2.0000e+03,8.7000e+01,2.3300e+02,3.1095e+01,-1.4537e+05,-1.4538e+05,-1.7426e+00,-1.4538e+05,3.5455e-01,6.3478e+00,1.4316e+05,5.1197e+02,-2.1817e-01,-1.3400e+00,3.2134e+00
2.0000e+03,8.8000e+01,2.3400e+02,3.1338e+01,-1.4427e+05,-1.4428e+05,-1.7624e+00,-1.4428e+05,3.5510e-01,6.3676e+00,1.3967e+05,5.1422e+02,-6.7715e-02,-1.3059e+00,2.8108e+00
2.0000e+03,8.9000e+01,2.3600e+02,3.1469e+01,-1.3970e+05,-1.3970e+05,-1.7822e+00,-1.3970e+05,3.5565e-01,6.3874e+00,1.3857e+05,5.1869e+02,4.0286e-01,-1.0393e+00,3.0051e+00
2.0000e+03,9.0000e+01,2.3700e+02,3.1707e+01,-1.3011e+05,-1.3012e+05,-1.8020e+00,-1.3012e+05,3.5620e-01,6.4072e+00,1.3399e+05,5.2089e+02,-1.0627e-01,-7.1947e-01,3.2652e+00
2.0000e+03,9.1000e+01,2.3800e+02,3.1944e+01,-1.2834e+05,-1.2835e+05,-1.8218e+00,-1.2835e+05,3.5675e-01,6.4270e+00,1.2441e+05,5.2307e+02,-2.6921e-01,-1.8492e+00,2.7376e+00
2.0000e+03,9.2000e+01,2.3900e+02,3.2180e+01,-1.2814e+05,-1.2814e+05,-1.8416e+00,-1.2814e+05,3.5730e-01,6.4468e+00,1.2264e+05,5.2530e+02,-7.7352e-01,-5.3856e-01,2.9511e+00
2.0000e+03,9.3000e+01,2.4100e+02,3.2302e+01,-1.2432e+05,-1.2433e+05,-1.8614e+00,-1.2433e+05,3.5785e-01,6.4666e+00,1.2243e+05,5.2965e+02,-7.7423e-01,-6.9144e-01,3.2096e+00
2.0000e+03,9.4000e+01,2.4200e+02,3.2534e+01,-1.2216e+05,-1.2216e+05,-1.8812e+00,-1.2216e+05,3.5840e-01,6.4864e+00,1.1862e+05,5.3189e+02,-1.4175e+00,-1.6503e+00,2.8402e+00
2.0000e+03,9.5000e+01,2.4400e+02,3.2653e+01,-1.1559e+05,-1.1560e+05,-1.9011e+00,-1.1560e+05,3.5894e-01,6.5062e+00,1.1645e+05,5.3641e+02,-1.4876e+00,-1.3987e+00,2.8738e+00
2.0000e+03,9.6000e+01,2.4500e+02,3.2881e+01,-1.1500e+05,-1.1500e+05,-1.9209e+00,-1.1500e+05,3.5949e-01,6.5260e+00,1.0989e+05,5.3868e+02,-1.1949e+00,-1.1946e+00,3.0646e+00
2.0000e+03,9.7000e+01,2.5100e+02,3.2558e+01,-1.0760e+05,-1.0761e+05,-1.9407e+00,-1.0761e+05,3.6003e-01,6.5458e+00,1.0929e+05,5.5234e+02,-1.4053e+00,-6.5024e-01,3.1892e+00
2.0000e+03,9.8000e+01,2.5200e+02,3.2781e+01,-1.0745e+05,-1.0746e+05,-1.9605e+00,-1.0746e+05,3.6058e-01,6.5656e+00,1.0189e+05,5.5460e+02,-9.0316e-01,-6.8150e-01,3.1903e+00
2.0000e+03,9.9000e+01,2.5300e+02,3.3003e+01,-1.0520e+05,-1.0521e+05,-1.9803e+00,-1.0521e+05,3.6112e-01,6.5854e+00,1.0175e+05,5.5690e+02,-4.3338e-01,-1.9134e+00,3.1229e+00
2.0000e+03,1.0000e+02,2.5500e+02,3.3115e+01,-1.0476e+05,-1.0477e+05,-2.0001e+00,-1.0477e+05,3.6166e-01,6.6052e+00,9.9498e+04,5.6153e+02,-1.3961e+00,-9.6803e-01,2.8100e+00
2.0000e+03,1.0100e+02,2.6400e+02,3.2484e+01,-1.0339e+05,-1.0340e+05,-2.0199e+00,-1.0340e+05,3.6221e-01,6.6250e+00,9.9056e+04,5.8202e+02,1.5362e-01,-1.2480e+00,3.2184e+00
2.0000e+03,1.0200e+02,2.6500e+02,3.2698e+01,-9.8457e+04,-9.8464e+04,-2.0397e+00,-9.8464e+04,3.6275e-01,6.6448e+00,9.7688e+04,5.8424e+02,-1.3329e+00,-4.7830e-01,3.0185e+00
2.0000e+03,1.0300e+02,2.6800e+02,3.2704e+01,-9.8323e+04,-9.8330e+04,-2.0595e+00,-9.8330e+04,3.6329e-01,6.6646e+00,9.2753e+04,5.9095e+02,-3.7345e-01,-1.9237e+00,3.1310e+00
2.0000e+03,1.0400e+02,2.7100e+02,3.2710e+01,-9.7887e+04,-9.7894e+04,-2.0793e+00,-9.7894e+04,3.6383e-01,6.6844e+00,9.2619e+04,5.9768e+02,3.6827e-01,-1.0584e+00,3.0247e+00
2.0000e+03,1.0500e+02,2.7400e+02,3.2716e+01,-9.7510e+04,-9.7517e+04,-2.0991e+00,-9.7517e+04,3.6436e-01,6.7042e+00,9.2183e+04,6.0448e+02,-2.7154e-01,-1.1254e+00,3.1862e+00
2.0000e+03,1.0600e+02,2.7900e+02,3.2523e+01,-9.4215e+04,-9.4222e+04,-2.1189e+00,-9.4222e+04,3.6490e-01,6.7241e+00,9.1805e+04,6.1586e+02,-3.6920e-01,-1.6542e+00,3.1332e+00
2.0000e+03,1.0700e+02,2.8100e+02,3.2628e+01,-9.4206e+04,-9.4212e+04,-2.1387e+00,-9.4212e+04,3.6540e-01,6.7425e+00,8.8511e+04,6.2042e+02,-8.0870e-01,-1.5201e+00,3.0716e+00
2.0000e+03,1.0800e+02,2.8300e+02,3.2733e+01,-9.2651e+04,-9.2658e+04,-2.1585e+00,-9.2658e+04,3.6598e-01,6.7637e+00,8.8501e+04,6.2492e+02,-1.6985e-01,-1.7338e+00,2.8010e+00
2.0000e+03,1.0900e+02,2.9000e+02,3.2353e+01,-9.2328e+04,-9.2335e+04,-2.1783e+00,-9.2335e+04,3.6651e-01,6.7835e+00,8.6947e+04,6.4088e+02,3.9137e-01,-1.7768e+00,2.9759e+00
2.0000e+03,1.1000e+02,2.9200e+02,3.2456e+01,-9.1979e+04,-9.1986e+04,-2.1981e+00,-9.1986e+04,3.6705e-01,6.8033e+00,8.6624e+04,6.4542e+02,-1.2511e+00,-6.9149e-01,2.8714e+00
