nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logNpix,tau
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-7.7547e+05,-7.7547e+05,-2.5974e-02,-7.7547e+05,1.1770e-01,6.9338e+00,7.3052e+05,2.7353e+03,-1.3876e+00,-1.7218e+00,6.6836e+00,1.6784e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-7.7390e+05,-7.7390e+05,-2.7972e-02,-7.7390e+05,1.1772e-01,6.9357e+00,7.2962e+05,2.7408e+03,-3.2406e-01,-1.9748e+00,6.9455e+00,1.5084e+00
2.0000e+03,1.5000e+01,1.0000e+00,2.9126e+00,-7.7383e+05,-7.7383e+05,-2.9970e-02,-7.7383e+05,1.1774e-01,6.9377e+00,7.2805e+05,2.7464e+03,2.2825e-03,-1.1343e+00,6.7711e+00,1.7603e+01
2.0000e+03,1.6000e+01,1.0000e+00,3.1008e+00,-7.7352e+05,-7.7353e+05,-3.1968e-02,-7.7353e+05,1.1775e-01,6.9397e+00,7.2798e+05,2.7520e+03,2.8377e-01,-1.1896e+00,6.8205e+00,1.9159e+01
2.0000e+03,1.7000e+01,1.0000e+00,3.2882e+00,-7.7301e+05,-7.7301e+05,-3.3966e-02,-7.7301e+05,1.1777e-01,6.9417e+00,7.2767e+05,2.7566e+03,8.1048e-02,-1.0079e+00,6.7940e+00,1.5860e+01
2.0000e+03,1.8000e+01,1.0000e+00,3.4749e+00,-7.7180e+05,-7.7181e+05,-3.5964e-02,-7.7181e+05,1.1779e-01,6.9438e+00,7.2715e+05,2.7611e+03,-1.4756e+00,-1.5430e+00,6.6588e+00,1.6936e+01
2.0000e+03,1.9000e+01,1.0000e+00,3.6609e+00,-7.7086e+05,-7.7087e+05,-3.7962e-02,-7.7087e+05,1.1780e-01,6.9457e+00,7.2595e+05,2.7664e+03,-3.9535e-01,-1.8143e+00,6.9049e+00,2.0091e+00
2.0000e+03,2.0000e+01,1.0000e+00,3.8462e+00,-7.7055e+05,-7.7056e+05,-3.9960e-02,-7.7056e+05,1.1782e-01,6.9477e+00,7.2501e+05,2.7724e+03,-3.0474e-01,-1.5771e+00,6.6674e+00,1.9880e+01
2.0000e+03,2.1000e+01,1.0000e+00,4.0307e+00,-7.6984e+05,-7.6984e+05,-4.1958e-02,-7.6984e+05,1.1784e-01,6.9497e+00,7.2470e+05,2.7779e+03,-1.2240e+00,-1.5972e+00,6.6565e+00,1.3496e+01
2.0000e+03,2.2000e+01,1.0000e+00,4.2146e+00,-7.6832e+05,-7.6833e+05,-4.3956e-02,-7.6833e+05,1.1785e-01,6.9517e+00,7.2398e+05,2.7828e+03,-1.4922e+00,-1.8157e+00,6.6398e+00,1.3761e+01
2.0000e+03,2.3000e+01,1.0000e+00,4.3977e+00,-7.6746e+05,-7.6747e+05,-4.5954e-02,-7.6747e+05,1.1787e-01,6.9537e+00,7.2247e+05,2.7875e+03,-1.0993e+00,-1.3429e+00,6.7160e+00,7.1997e+00
2.0000e+03,2.4000e+01,1.0000e+00,4.5802e+00,-7.6678e+05,-7.6678e+05,-4.7952e-02,-7.6678e+05,1.1789e-01,6.9558e+00,7.2161e+05,2.7931e+03,-7.5315e-01,-1.9876e+00,6.6095e+00,1.7478e+01
2.0000e+03,2.5000e+01,1.0000e+00,4.7619e+00,-7.6656e+05,-7.6657e+05,-4.9950e-02,-7.6657e+05,1.1790e-01,6.9577e+00,7.2093e+05,2.7984e+03,2.6808e-01,-1.4329e+00,6.9724e+00,3.6569e+00
2.0000e+03,2.6000e+01,1.0000e+00,4.9430e+00,-7.6145e+05,-7.6146e+05,-5.1948e-02,-7.6146e+05,1.1792e-01,6.9597e+00,7.2071e+05,2.8038e+03,-5.6398e-01,-1.2098e+00,6.6147e+00,1.4433e+01
2.0000e+03,2.7000e+01,1.0000e+00,5.1233e+00,-7.5956e+05,-7.5957e+05,-5.3946e-02,-7.5957e+05,1.1794e-01,6.9617e+00,7.1560e+05,2.8090e+03,-1.1622e+00,-1.6694e+00,6.7736e+00,2.1636e+00
2.0000e+03,2.8000e+01,1.0000e+00,5.3030e+00,-7.5850e+05,-7.5850e+05,-5.5944e-02,-7.5850e+05,1.1796e-01,6.9637e+00,7.1371e+05,2.8144e+03,8.2152e-02,-1.2127e+00,6.7389e+00,8.0641e+00
2.0000e+03,2.9000e+01,1.0000e+00,5.4820e+00,-7.5849e+05,-7.5850e+05,-5.7942e-02,-7.5850e+05,1.1773e-01,6.9372e+00,7.1265e+05,2.8191e+03,-6.2621e-01,-1.3879e+00,6.5910e+00,1.2552e+01
2.0000e+03,3.0000e+01,1.0000e+00,5.6604e+00,-7.5322e+05,-7.5323e+05,-5.9940e-02,-7.5323e+05,1.1799e-01,6.9677e+00,7.1264e+05,2.8237e+03,-1.1232e+00,-1.9924e+00,6.4817e+00,1.9951e+01
2.0000e+03,3.1000e+01,1.0000e+00,5.8380e+00,-7.5265e+05,-7.5266e+05,-6.1938e-02,-7.5266e+05,1.1801e-01,6.9697e+00,7.0737e+05,2.8290e+03,-8.0398e-01,-1.8174e+00,6.5090e+00,1.4160e+01
2.0000e+03,3.2000e+01,1.0000e+00,6.0150e+00,-7.5214e+05,-7.5215e+05,-6.3936e-02,-7.5215e+05,1.1802e-01,6.9717e+00,7.0680e+05,2.8338e+03,-2.6199e-01,-1.2205e+00,6.6567e+00,6.8982e+00
2.0000e+03,3.3000e+01,1.0000e+00,6.1914e+00,-7.5031e+05,-7.5032e+05,-6.5934e-02,-7.5032e+05,1.1804e-01,6.9737e+00,7.0629e+05,2.8391e+03,-1.3182e+00,-1.4764e+00,6.4730e+00,1.9278e+01
2.0000e+03,3.4000e+01,1.0000e+00,6.3670e+00,-7.4601e+05,-7.4601e+05,-6.7932e-02,-7.4601e+05,1.1806e-01,6.9757e+00,7.0446e+05,2.8447e+03,-1.2782e+00,-1.1046e+00,6.4605e+00,1.8312e+01
2.0000e+03,3.5000e+01,1.0000e+00,6.5421e+00,-7.4487e+05,-7.4488e+05,-6.9930e-02,-7.4488e+05,1.1807e-01,6.9776e+00,7.0015e+05,2.8500e+03,1.6869e-01,-1.2686e+00,6.8072e+00,2.3819e+00
2.0000e+03,3.6000e+01,1.0000e+00,6.7164e+00,-7.4289e+05,-7.4290e+05,-7.1928e-02,-7.4290e+05,1.1809e-01,6.9797e+00,6.9902e+05,2.8554e+03,-7.5611e-01,-1.1723e+00,6.5057e+00,8.6033e+00
2.0000e+03,3.7000e+01,1.0000e+00,6.8901e+00,-7.4260e+05,-7.4260e+05,-7.3926e-02,-7.4260e+05,1.1811e-01,6.9817e+00,6.9704e+05,2.8603e+03,-9.4809e-01,-1.4169e+00,6.6498e+00,1.2402e+00
2.0000e+03,3.8000e+01,2.0000e+00,7.0501e+00,-7.4257e+05,-7.4258e+05,-7.5924e-02,-7.4258e+05,1.1812e-01,6.9836e+00,6.9674e+05,2.8714e+03,-1.1887e+00,-1.0040e+00,6.4485e+00,1.6095e+01
2.0000e+03,3.9000e+01,1.0000e+00,7.2222e+00,-7.3771e+05,-7.3771e+05,-7.7922e-02,-7.3771e+05,1.1814e-01,6.9857e+00,6.9672e+05,2.8760e+03,-9.4596e-01,-1.9895e+00,6.4389e+00,7.5406e+00
2.0000e+03,4.0000e+01,1.0000e+00,7.3937e+00,-7.3728e+05,-7.3728e+05,-7.9920e-02,-7.3728e+05,1.1816e-01,6.9877e+00,6.9186e+05,2.8814e+03,-4.7514e-01,-1.8552e+00,6.3840e+00,1.4791e+01
2.0000e+03,4.1000e+01,1.0000e+00,7.5646e+00,-7.3697e+05,-7.3698e+05,-8.1918e-02,-7.3698e+05,1.1817e-01,6.9896e+00,6.9142e+05,2.8872e+03,1.9797e-01,-1.0887e+00,6.4995e+00,1.7358e+01
2.0000e+03,4.2000e+01,1.0000e+00,7.7348e+00,-7.3685e+05,-7.3685e+05,-8.3916e-02,-7.3685e+05,1.1819e-01,6.9917e+00,6.9112e+05,2.8917e+03,-1.3457e+00,-1.0280e+00,6.4142e+00,1.2646e+01
2.0000e+03,4.3000e+01,1.0000e+00,7.9044e+00,-7.3659e+05,-7.3660e+05,-8.5914e-02,-7.3660e+05,1.1821e-01,6.9937e+00,6.9099e+05,2.8974e+03,-7.3402e-01,-1.3419e+00,6.4061e+00,1.1496e+01
2.0000e+03,4.4000e+01,1.0000e+00,8.0734e+00,-7.3589e+05,-7.3590e+05,-8.7912e-02,-7.3590e+05,1.1823e-01,6.9957e+00,6.9074e+05,2.9026e+03,2.5905e-01,-1.5001e+00,6.5713e+00,8.3070e+00
2.0000e+03,4.5000e+01,1.0000e+00,8.2418e+00,-7.3493e+05,-7.3494e+05,-8.9910e-02,-7.3494e+05,1.1824e-01,6.9977e+00,6.9004e+05,2.9081e+03,-4.2659e-01,-1.2268e+00,6.4017e+00,1.2784e+01
2.0000e+03,4.6000e+01,1.0000e+00,8.4095e+00,-7.3485e+05,-7.3486e+05,-9.1908e-02,-7.3486e+05,1.1826e-01,6.9996e+00,6.8908e+05,2.9131e+03,3.6035e-02,-1.1827e+00,6.6337e+00,4.2200e+00
2.0000e+03,4.7000e+01,1.0000e+00,8.5766e+00,-7.3396e+05,-7.3396e+05,-9.3906e-02,-7.3396e+05,1.1828e-01,7.0016e+00,6.8900e+05,2.9190e+03,-1.7231e-01,-1.9540e+00,6.3778e+00,1.8865e+01
2.0000e+03,4.8000e+01,1.0000e+00,8.7432e+00,-7.3376e+05,-7.3377e+05,-9.5904e-02,-7.3377e+05,1.1829e-01,7.0037e+00,6.8811e+05,2.9248e+03,-9.1350e-01,-1.4699e+00,6.3316e+00,1.7389e+01
2.0000e+03,4.9000e+01,1.0000e+00,8.9091e+00,-7.3348e+05,-7.3349e+05,-9.7902e-02,-7.3349e+05,1.1831e-01,7.0057e+00,6.8791e+05,2.9305e+03,-1.2283e+00,-1.0873e+00,6.3596e+00,1.5695e+01
2.0000e+03,5.0000e+01,1.0000e+00,9.0744e+00,-7.3196e+05,-7.3197e+05,-9.9900e-02,-7.3197e+05,1.1833e-01,7.0077e+00,6.8763e+05,2.9358e+03,-3.1767e-01,-1.6885e+00,6.5921e+00,1.1079e+00
2.0000e+03,5.1000e+01,1.0000e+00,9.2391e+00,-7.3069e+05,-7.3069e+05,-1.0190e-01,-7.3069e+05,1.1834e-01,7.0096e+00,6.8611e+05,2.9415e+03,-3.6678e-01,-1.4860e+00,6.3444e+00,1.4435e+01
2.0000e+03,5.2000e+01,1.0000e+00,9.4033e+00,-7.3060e+05,-7.3061e+05,-1.0390e-01,-7.3061e+05,1.1836e-01,7.0116e+00,6.8484e+05,2.9468e+03,-2.6772e-01,-1.7807e+00,6.3626e+00,1.2993e+01
2.0000e+03,5.3000e+01,1.0000e+00,9.5668e+00,-7.2823e+05,-7.2824e+05,-1.0589e-01,-7.2824e+05,1.1838e-01,7.0136e+00,6.8475e+05,2.9521e+03,-9.3438e-01,-1.7582e+00,6.3568e+00,7.4052e+00
2.0000e+03,5.4000e+01,1.0000e+00,9.7297e+00,-7.2799e+05,-7.2800e+05,-1.0789e-01,-7.2800e+05,1.1839e-01,7.0157e+00,6.8238e+05,2.9575e+03,-8.6633e-01,-1.4319e+00,6.3456e+00,8.7799e+00
2.0000e+03,5.5000e+01,1.0000e+00,9.8921e+00,-7.2691e+05,-7.2692e+05,-1.0989e-01,-7.2692e+05,1.1841e-01,7.0177e+00,6.8214e+05,2.9629e+03,-1.4832e+00,-1.5285e+00,6.2621e+00,1.8471e+01
2.0000e+03,5.6000e+01,1.0000e+00,1.0054e+01,-7.2688e+05,-7.2689e+05,-1.1189e-01,-7.2689e+05,1.1843e-01,7.0197e+00,6.8106e+05,2.9683e+03,-1.3957e+00,-1.9073e+00,6.4349e+00,3.4462e+00
2.0000e+03,5.7000e+01,1.0000e+00,1.0215e+01,-7.2654e+05,-7.2655e+05,-1.1389e-01,-7.2655e+05,1.1844e-01,7.0216e+00,6.8103e+05,2.9736e+03,2.7979e-01,-1.8315e+00,6.4178e+00,1.4085e+01
2.0000e+03,5.8000e+01,1.0000e+00,1.0376e+01,-7.2619e+05,-7.2620e+05,-1.1588e-01,-7.2620e+05,1.1846e-01,7.0236e+00,6.8069e+05,2.9788e+03,-9.6576e-01,-1.1978e+00,6.4982e+00,2.1216e+00
2.0000e+03,5.9000e+01,1.0000e+00,1.0536e+01,-7.2480e+05,-7.2480e+05,-1.1788e-01,-7.2480e+05,1.1848e-01,7.0256e+00,6.8034e+05,2.9835e+03,2.1060e-01,-1.0888e+00,6.3828e+00,1.9312e+01
2.0000e+03,6.0000e+01,1.0000e+00,1.0695e+01,-7.2425e+05,-7.2426e+05,-1.1988e-01,-7.2426e+05,1.1850e-01,7.0277e+00,6.7894e+05,2.9888e+03,-1.0504e+00,-1.7102e+00,6.2449e+00,1.4909e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.0854e+01,-7.2271e+05,-7.2272e+05,-1.2188e-01,-7.2272e+05,1.1851e-01,7.0297e+00,6.7840e+05,2.9942e+03,-1.3080e+00,-1.4883e+00,6.2181e+00,1.9872e+01
2.0000e+03,6.2000e+01,1.0000e+00,1.1012e+01,-7.2256e+05,-7.2256e+05,-1.2388e-01,-7.2256e+05,1.1853e-01,7.0316e+00,6.7686e+05,2.9996e+03,4.2959e-01,-1.0324e+00,6.6501e+00,3.7751e+00
2.0000e+03,6.3000e+01,1.0000e+00,1.1170e+01,-7.2122e+05,-7.2122e+05,-1.2587e-01,-7.2122e+05,1.1855e-01,7.0336e+00,6.7671e+05,3.0048e+03,-5.8438e-01,-1.0796e+00,6.3953e+00,5.1271e+00
2.0000e+03,6.4000e+01,2.0000e+00,1.1307e+01,-7.2083e+05,-7.2084e+05,-1.2787e-01,-7.2084e+05,1.1856e-01,7.0356e+00,6.7537e+05,3.0150e+03,2.7712e-01,-1.4707e+00,6.4250e+00,9.1083e+00
2.0000e+03,6.5000e+01,1.0000e+00,1.1464e+01,-7.1966e+05,-7.1966e+05,-1.2987e-01,-7.1966e+05,1.1858e-01,7.0376e+00,6.7498e+05,3.0195e+03,4.3821e-01,-1.2507e+00,6.6637e+00,1.8594e+00
2.0000e+03,6.6000e+01,1.0000e+00,1.1620e+01,-7.1945e+05,-7.1945e+05,-1.3187e-01,-7.1945e+05,1.1860e-01,7.0397e+00,6.7380e+05,3.0249e+03,3.7728e-01,-1.2550e+00,6.5537e+00,4.8208e+00
2.0000e+03,6.7000e+01,3.0000e+00,1.1734e+01,-7.1910e+05,-7.1910e+05,-1.3387e-01,-7.1910e+05,1.1861e-01,7.0416e+00,6.7360e+05,3.0409e+03,4.9566e-01,-1.5989e+00,6.4167e+00,1.1426e+01
2.0000e+03,6.8000e+01,1.0000e+00,1.1888e+01,-7.1821e+05,-7.1822e+05,-1.3586e-01,-7.1822e+05,1.1863e-01,7.0436e+00,6.7324e+05,3.0467e+03,-1.1297e-01,-1.5788e+00,6.2917e+00,1.1544e+01
2.0000e+03,6.9000e+01,1.0000e+00,1.2042e+01,-7.1424e+05,-7.1424e+05,-1.3786e-01,-7.1424e+05,1.1865e-01,7.0456e+00,6.7236e+05,3.0520e+03,2.9160e-01,-1.5477e+00,6.5246e+00,3.1485e+00
2.0000e+03,7.0000e+01,2.0000e+00,1.2174e+01,-7.1381e+05,-7.1382e+05,-1.3986e-01,-7.1382e+05,1.1866e-01,7.0476e+00,6.6838e+05,3.0633e+03,-2.5445e-01,-1.5063e+00,6.2027e+00,1.4271e+01
2.0000e+03,7.1000e+01,1.0000e+00,1.2326e+01,-7.1334e+05,-7.1335e+05,-1.4186e-01,-7.1335e+05,1.1868e-01,7.0496e+00,6.6796e+05,3.0685e+03,-1.1598e+00,-1.2816e+00,6.3490e+00,2.6733e+00
2.0000e+03,7.2000e+01,3.0000e+00,1.2435e+01,-7.1334e+05,-7.1335e+05,-1.4386e-01,-7.1335e+05,1.1453e-01,6.5656e+00,6.6749e+05,3.0850e+03,-1.1075e+00,-1.7618e+00,6.1226e+00,1.7940e+01
2.0000e+03,7.3000e+01,2.0000e+00,1.2565e+01,-7.1295e+05,-7.1296e+05,-1.4585e-01,-7.1296e+05,1.1871e-01,7.0536e+00,6.6749e+05,3.0962e+03,-6.4392e-01,-1.7416e+00,6.3263e+00,3.5482e+00
2.0000e+03,7.4000e+01,1.0000e+00,1.2715e+01,-7.1266e+05,-7.1266e+05,-1.4785e-01,-7.1266e+05,1.1873e-01,7.0556e+00,6.6710e+05,3.1015e+03,3.1986e-01,-1.8767e+00,6.4739e+00,4.1807e+00
2.0000e+03,7.5000e+01,1.0000e+00,1.2864e+01,-7.1146e+05,-7.1147e+05,-1.4985e-01,-7.1147e+05,1.1875e-01,7.0576e+00,6.6681e+05,3.1070e+03,1.9422e-02,-1.7943e+00,6.2030e+00,1.5520e+01
2.0000e+03,7.6000e+01,1.0000e+00,1.3014e+01,-7.1106e+05,-7.1106e+05,-1.5185e-01,-7.1106e+05,1.1877e-01,7.0596e+00,6.6561e+05,3.1127e+03,4.4811e-01,-1.2458e+00,6.5834e+00,8.5029e-01
2.0000e+03,7.7000e+01,2.0000e+00,1.3140e+01,-7.1067e+05,-7.1068e+05,-1.5385e-01,-7.1068e+05,1.1878e-01,7.0616e+00,6.6521e+05,3.1235e+03,2.5185e-01,-1.2357e+00,6.2586e+00,1.6815e+01
2.0000e+03,7.8000e+01,1.0000e+00,1.3288e+01,-7.1047e+05,-7.1048e+05,-1.5584e-01,-7.1048e+05,1.1880e-01,7.0636e+00,6.6482e+05,3.1290e+03,-1.4791e+00,-1.8265e+00,6.1957e+00,6.2741e+00
2.0000e+03,7.9000e+01,1.0000e+00,1.3435e+01,-7.0910e+05,-7.0911e+05,-1.5784e-01,-7.0911e+05,1.1882e-01,7.0656e+00,6.6462e+05,3.1348e+03,2.7607e-01,-1.0501e+00,6.3638e+00,7.5037e+00
2.0000e+03,8.0000e+01,2.0000e+00,1.3559e+01,-7.0828e+05,-7.0829e+05,-1.5984e-01,-7.0829e+05,1.1883e-01,7.0676e+00,6.6325e+05,3.1459e+03,1.3139e-01,-1.9080e+00,6.4389e+00,4.2714e-01
2.0000e+03,8.1000e+01,3.0000e+00,1.3659e+01,-7.0819e+05,-7.0820e+05,-1.6184e-01,-7.0820e+05,1.1885e-01,7.0696e+00,6.6243e+05,3.1627e+03,-2.2559e-01,-1.8340e+00,6.3706e+00,2.0018e+00
2.0000e+03,8.2000e+01,1.0000e+00,1.3805e+01,-7.0782e+05,-7.0782e+05,-1.6384e-01,-7.0782e+05,1.1887e-01,7.0716e+00,6.6234e+05,3.1681e+03,-4.1659e-01,-1.2194e+00,6.1075e+00,1.9073e+01
2.0000e+03,8.3000e+01,1.0000e+00,1.3950e+01,-7.0772e+05,-7.0773e+05,-1.6583e-01,-7.0773e+05,1.1888e-01,7.0735e+00,6.6197e+05,3.1738e+03,1.7552e-01,-1.7464e+00,6.2150e+00,1.2391e+01
2.0000e+03,8.4000e+01,1.0000e+00,1.4094e+01,-7.0744e+05,-7.0744e+05,-1.6783e-01,-7.0744e+05,1.1890e-01,7.0756e+00,6.6187e+05,3.1788e+03,2.2786e-01,-1.1012e+00,6.2518e+00,1.3092e+01
2.0000e+03,8.5000e+01,1.0000e+00,1.4238e+01,-7.0689e+05,-7.0690e+05,-1.6983e-01,-7.0690e+05,1.1892e-01,7.0776e+00,6.6158e+05,3.1841e+03,-9.7047e-01,-1.8050e+00,6.1026e+00,1.0454e+01
2.0000e+03,8.6000e+01,1.0000e+00,1.4381e+01,-7.0608e+05,-7.0609e+05,-1.7183e-01,-7.0609e+05,1.1893e-01,7.0796e+00,6.6104e+05,3.1898e+03,-1.3329e+00,-1.4014e+00,6.2303e+00,3.7468e+00
2.0000e+03,8.7000e+01,1.0000e+00,1.4524e+01,-7.0588e+05,-7.0588e+05,-1.7383e-01,-7.0588e+05,1.1895e-01,7.0816e+00,6.6023e+05,3.1952e+03,1.1143e-01,-1.5157e+00,6.3834e+00,3.1292e+00
2.0000e+03,8.8000e+01,1.0000e+00,1.4667e+01,-7.0514e+05,-7.0515e+05,-1.7582e-01,-7.0515e+05,1.1897e-01,7.0836e+00,6.6002e+05,3.2007e+03,8.3529e-02,-1.4335e+00,6.1371e+00,1.9501e+01
2.0000e+03,8.9000e+01,2.0000e+00,1.4784e+01,-7.0491e+05,-7.0492e+05,-1.7782e-01,-7.0492e+05,1.1898e-01,7.0855e+00,6.5929e+05,3.2119e+03,3.0314e-01,-1.6715e+00,6.3702e+00,4.8069e+00
2.0000e+03,9.0000e+01,1.0000e+00,1.4925e+01,-7.0377e+05,-7.0378e+05,-1.7982e-01,-7.0378e+05,1.1900e-01,7.0876e+00,6.5906e+05,3.2175e+03,4.9726e-01,-1.6747e+00,6.2513e+00,1.2269e+01
2.0000e+03,9.1000e+01,1.0000e+00,1.5066e+01,-7.0113e+05,-7.0114e+05,-1.8182e-01,-7.0114e+05,1.1902e-01,7.0896e+00,6.5792e+05,3.2222e+03,6.7444e-02,-1.3940e+00,6.3587e+00,1.8102e+00
2.0000e+03,9.2000e+01,1.0000e+00,1.5207e+01,-7.0103e+05,-7.0104e+05,-1.8382e-01,-7.0104e+05,1.1903e-01,7.0916e+00,6.5528e+05,3.2276e+03,-2.8009e-01,-1.7099e+00,6.1340e+00,7.5827e+00
2.0000e+03,9.3000e+01,1.0000e+00,1.5347e+01,-6.9919e+05,-6.9919e+05,-1.8581e-01,-6.9919e+05,1.1905e-01,7.0936e+00,6.5518e+05,3.2321e+03,-2.9133e-01,-1.8969e+00,6.0119e+00,1.8917e+01
2.0000e+03,9.4000e+01,1.0000e+00,1.5486e+01,-6.9828e+05,-6.9829e+05,-1.8781e-01,-6.9829e+05,1.1907e-01,7.0955e+00,6.5334e+05,3.2373e+03,3.6062e-02,-1.8056e+00,6.3144e+00,6.7157e-01
2.0000e+03,9.5000e+01,1.0000e+00,1.5625e+01,-6.9784e+05,-6.9785e+05,-1.8981e-01,-6.9785e+05,1.1908e-01,7.0975e+00,6.5243e+05,3.2427e+03,-9.9586e-01,-1.0075e+00,6.1394e+00,4.9766e+00
2.0000e+03,9.6000e+01,1.0000e+00,1.5764e+01,-6.9726e+05,-6.9727e+05,-1.9181e-01,-6.9727e+05,1.1910e-01,7.0996e+00,6.5199e+05,3.2478e+03,-1.4442e+00,-1.4267e+00,6.0282e+00,8.4682e+00
2.0000e+03,9.7000e+01,1.0000e+00,1.5902e+01,-6.9603e+05,-6.9604e+05,-1.9381e-01,-6.9604e+05,1.1912e-01,7.1016e+00,6.5141e+05,3.2530e+03,-1.3852e+00,-1.0853e+00,6.1534e+00,3.2642e+00
2.0000e+03,9.8000e+01,2.0000e+00,1.6013e+01,-6.9577e+05,-6.9578e+05,-1.9580e-01,-6.9578e+05,1.1913e-01,7.1036e+00,6.5018e+05,3.2648e+03,6.4929e-02,-1.6827e+00,6.0916e+00,1.0200e+01
2.0000e+03,9.9000e+01,1.0000e+00,1.6150e+01,-6.9569e+05,-6.9570e+05,-1.9780e-01,-6.9570e+05,1.1915e-01,7.1055e+00,6.4992e+05,3.2701e+03,1.5682e-01,-1.1086e+00,6.0715e+00,1.9230e+01
2.0000e+03,1.0000e+02,1.0000e+00,1.6287e+01,-6.9523e+05,-6.9524e+05,-1.9980e-01,-6.9524e+05,1.1917e-01,7.1075e+00,6.4984e+05,3.2754e+03,-1.4792e+00,-1.3268e+00,5.9496e+00,1.6632e+01
2.0000e+03,1.0100e+02,1.0000e+00,1.6423e+01,-6.9474e+05,-6.9475e+05,-2.0180e-01,-6.9475e+05,1.1918e-01,7.1095e+00,6.4938e+05,3.2807e+03,-5.5399e-01,-1.7658e+00,6.1691e+00,2.0605e+00
2.0000e+03,1.0200e+02,1.0000e+00,1.6558e+01,-6.9463e+05,-6.9463e+05,-2.0380e-01,-6.9463e+05,1.1920e-01,7.1116e+00,6.4889e+05,3.2852e+03,-9.6441e-01,-1.9633e+00,6.0202e+00,6.7426e+00
2.0000e+03,1.0300e+02,1.0000e+00,1.6694e+01,-6.9282e+05,-6.9283e+05,-2.0579e-01,-6.9283e+05,1.1922e-01,7.1136e+00,6.4878e+05,3.2906e+03,-1.4168e+00,-1.6892e+00,5.9114e+00,1.5931e+01
