nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
2.0000e+03,1.1000e+01,1.0000e+00,2.1526e+00,-5.6232e+05,-5.6233e+05,-2.1978e-02,-5.6233e+05,1.1767e-01,6.9297e+00,5.4485e+05,1.2050e+03,-3.3858e-01,-9.8160e-01,4.4519e+00,9.7852e-01,2.3512e+01
2.0000e+03,1.2000e+01,1.0000e+00,2.3438e+00,-5.6204e+05,-5.6204e+05,-2.3976e-02,-5.6204e+05,1.1768e-01,6.9317e+00,5.4458e+05,1.2073e+03,1.3452e-01,-5.2667e-01,4.6102e+00,1.8854e+00,2.3825e+01
2.0000e+03,1.3000e+01,1.0000e+00,2.5341e+00,-5.6199e+05,-5.6200e+05,-2.5974e-02,-5.6200e+05,1.1770e-01,6.9338e+00,5.4430e+05,1.2097e+03,-4.6090e-01,-9.0727e-01,4.5480e+00,1.4284e+00,2.4177e+01
2.0000e+03,1.4000e+01,1.0000e+00,2.7237e+00,-5.6169e+05,-5.6170e+05,-2.7972e-02,-5.6170e+05,1.1772e-01,6.9357e+00,5.4425e+05,1.2120e+03,-4.8951e-01,-3.9102e-01,4.9543e+00,1.8704e+00,2.5523e+01
2.0000e+03,1.5000e+01,1.0000e+00,2.9126e+00,-5.6080e+05,-5.6081e+05,-2.9970e-02,-5.6081e+05,1.1774e-01,6.9377e+00,5.4395e+05,1.2143e+03,-1.3771e-01,-8.7467e-01,4.8578e+00,2.3450e-01,2.6059e+01
2.0000e+03,1.6000e+01,1.0000e+00,3.1008e+00,-5.6029e+05,-5.6029e+05,-3.1968e-02,-5.6029e+05,1.1775e-01,6.9397e+00,5.4307e+05,1.2167e+03,-4.5200e-01,-4.9410e-01,4.7337e+00,1.2768e+00,2.5417e+01
2.0000e+03,1.7000e+01,1.0000e+00,3.2882e+00,-5.5914e+05,-5.5915e+05,-3.3966e-02,-5.5915e+05,1.1777e-01,6.9417e+00,5.4255e+05,1.2190e+03,-1.8773e-01,-3.7212e-01,4.6295e+00,6.4844e-01,2.5302e+01
2.0000e+03,1.8000e+01,1.0000e+00,3.4749e+00,-5.5891e+05,-5.5892e+05,-3.5964e-02,-5.5892e+05,1.1779e-01,6.9437e+00,5.4141e+05,1.2213e+03,-5.2270e-02,-3.7153e-01,4.9306e+00,1.4929e+00,2.6800e+01
2.0000e+03,1.9000e+01,1.0000e+00,3.6609e+00,-5.5880e+05,-5.5880e+05,-3.7962e-02,-5.5880e+05,1.1780e-01,6.9457e+00,5.4117e+05,1.2237e+03,1.9374e-01,-4.7087e-01,4.8847e+00,4.4233e+00,2.2039e+01
2.0000e+03,2.0000e+01,1.0000e+00,3.8462e+00,-5.5853e+05,-5.5854e+05,-3.9960e-02,-5.5854e+05,1.1782e-01,6.9477e+00,5.4106e+05,1.2262e+03,-2.5760e-01,-4.0952e-01,4.4156e+00,2.3678e+00,2.3038e+01
2.0000e+03,2.1000e+01,1.0000e+00,4.0307e+00,-5.5769e+05,-5.5770e+05,-4.1958e-02,-5.5770e+05,1.1784e-01,6.9497e+00,5.4079e+05,1.2285e+03,-2.2098e-02,-8.3405e-01,4.4965e+00,8.5498e-01,2.5541e+01
2.0000e+03,2.2000e+01,1.0000e+00,4.2146e+00,-5.5761e+05,-5.5762e+05,-4.3956e-02,-5.5762e+05,1.1785e-01,6.9517e+00,5.3995e+05,1.2309e+03,-8.0501e-02,-6.7110e-01,4.3304e+00,2.0368e+00,2.3728e+01
2.0000e+03,2.3000e+01,1.0000e+00,4.3977e+00,-5.5747e+05,-5.5748e+05,-4.5954e-02,-5.5748e+05,1.1787e-01,6.9537e+00,5.3987e+05,1.2333e+03,-4.7814e-01,-1.1933e-01,4.6467e+00,8.1482e-01,2.5596e+01
2.0000e+03,2.4000e+01,1.0000e+00,4.5802e+00,-5.5735e+05,-5.5736e+05,-4.7952e-02,-5.5736e+05,1.1789e-01,6.9557e+00,5.3973e+05,1.2357e+03,-2.1959e-01,-5.9849e-01,4.7004e+00,2.0344e+00,2.5984e+01
2.0000e+03,2.5000e+01,1.0000e+00,4.7619e+00,-5.5699e+05,-5.5699e+05,-4.9950e-02,-5.5699e+05,1.1790e-01,6.9577e+00,5.3961e+05,1.2380e+03,1.9746e-01,-9.4270e-01,4.2732e+00,1.4005e+00,2.4638e+01
2.0000e+03,2.6000e+01,1.0000e+00,4.9430e+00,-5.5690e+05,-5.5690e+05,-5.1948e-02,-5.5690e+05,1.1792e-01,6.9597e+00,5.3925e+05,1.2404e+03,-7.4689e-02,-1.8166e-01,4.7559e+00,1.6239e+00,2.6277e+01
2.0000e+03,2.7000e+01,1.0000e+00,5.1233e+00,-5.5680e+05,-5.5680e+05,-5.3946e-02,-5.5680e+05,1.1794e-01,6.9617e+00,5.3916e+05,1.2428e+03,8.6812e-02,-6.5088e-01,3.9987e+00,5.3413e-01,2.2469e+01
2.0000e+03,2.8000e+01,1.0000e+00,5.3030e+00,-5.5575e+05,-5.5576e+05,-5.5944e-02,-5.5576e+05,1.1796e-01,6.9637e+00,5.3906e+05,1.2451e+03,-2.6836e-01,-6.3232e-01,4.0532e+00,1.5255e+00,2.2826e+01
2.0000e+03,2.9000e+01,1.0000e+00,5.4820e+00,-5.5555e+05,-5.5556e+05,-5.7942e-02,-5.5556e+05,1.1797e-01,6.9657e+00,5.3802e+05,1.2474e+03,-3.0377e-01,-1.0664e-01,4.2898e+00,2.1670e+00,2.3241e+01
2.0000e+03,3.0000e+01,1.0000e+00,5.6604e+00,-5.5537e+05,-5.5538e+05,-5.9940e-02,-5.5538e+05,1.1799e-01,6.9677e+00,5.3781e+05,1.2497e+03,-4.9299e-01,-9.9351e-02,4.9090e+00,4.4995e+00,2.2509e+01
2.0000e+03,3.1000e+01,1.0000e+00,5.8380e+00,-5.5530e+05,-5.5531e+05,-6.1938e-02,-5.5531e+05,1.1801e-01,6.9697e+00,5.3763e+05,1.2522e+03,-1.9280e-01,-9.9428e-01,4.8161e+00,4.8815e+00,2.2039e+01
2.0000e+03,3.2000e+01,1.0000e+00,6.0150e+00,-5.5517e+05,-5.5517e+05,-6.3936e-02,-5.5517e+05,1.1802e-01,6.9717e+00,5.3756e+05,1.2545e+03,-4.8047e-01,-8.8211e-01,4.3175e+00,1.1939e+00,2.5417e+01
2.0000e+03,3.3000e+01,1.0000e+00,6.1914e+00,-5.5508e+05,-5.5508e+05,-6.5934e-02,-5.5508e+05,1.1804e-01,6.9737e+00,5.3743e+05,1.2569e+03,1.8669e-01,-8.2228e-01,4.9284e+00,5.2696e+00,2.2852e+01
2.0000e+03,3.4000e+01,1.0000e+00,6.3670e+00,-5.5506e+05,-5.5507e+05,-6.7932e-02,-5.5507e+05,1.1806e-01,6.9757e+00,5.3734e+05,1.2592e+03,1.0358e-01,-7.0556e-01,4.1225e+00,1.8758e+00,2.3739e+01
2.0000e+03,3.5000e+01,1.0000e+00,6.5421e+00,-5.5460e+05,-5.5460e+05,-6.9930e-02,-5.5460e+05,1.1807e-01,6.9777e+00,5.3732e+05,1.2616e+03,2.4691e-01,-3.3678e-01,4.2716e+00,2.2443e+00,2.3752e+01
2.0000e+03,3.6000e+01,1.0000e+00,6.7164e+00,-5.5452e+05,-5.5453e+05,-7.1928e-02,-5.5453e+05,1.1809e-01,6.9797e+00,5.3686e+05,1.2639e+03,-9.2907e-02,-5.0507e-01,4.2051e+00,2.5329e+00,2.2684e+01
2.0000e+03,3.7000e+01,1.0000e+00,6.8901e+00,-5.5439e+05,-5.5440e+05,-7.3926e-02,-5.5440e+05,1.1811e-01,6.9817e+00,5.3679e+05,1.2662e+03,1.8435e-01,-4.4654e-01,4.0724e+00,4.4636e-01,2.3967e+01
2.0000e+03,3.8000e+01,1.0000e+00,7.0632e+00,-5.5410e+05,-5.5410e+05,-7.5924e-02,-5.5410e+05,1.1812e-01,6.9837e+00,5.3666e+05,1.2685e+03,-4.7052e-01,-5.6822e-01,4.4171e+00,3.4364e+00,2.2531e+01
2.0000e+03,3.9000e+01,1.0000e+00,7.2356e+00,-5.5359e+05,-5.5360e+05,-7.7922e-02,-5.5360e+05,1.1814e-01,6.9857e+00,5.3636e+05,1.2708e+03,-2.1515e-02,-3.4412e-01,4.0773e+00,1.0180e-01,2.3804e+01
2.0000e+03,4.0000e+01,1.0000e+00,7.4074e+00,-5.5329e+05,-5.5329e+05,-7.9920e-02,-5.5329e+05,1.1816e-01,6.9877e+00,5.3586e+05,1.2732e+03,-4.9429e-01,-1.0366e-01,4.9902e+00,6.4674e+00,2.2181e+01
2.0000e+03,4.1000e+01,1.0000e+00,7.5786e+00,-5.5320e+05,-5.5321e+05,-8.1918e-02,-5.5321e+05,1.1818e-01,6.9897e+00,5.3555e+05,1.2756e+03,-4.7901e-01,-1.3641e-01,4.9945e+00,2.6699e+00,2.7102e+01
2.0000e+03,4.2000e+01,1.0000e+00,7.7491e+00,-5.5261e+05,-5.5262e+05,-8.3916e-02,-5.5262e+05,1.1819e-01,6.9917e+00,5.3546e+05,1.2779e+03,-1.2308e-01,-4.6312e-01,4.2768e+00,5.5121e-01,2.6017e+01
2.0000e+03,4.3000e+01,1.0000e+00,7.9190e+00,-5.5222e+05,-5.5223e+05,-8.5914e-02,-5.5223e+05,1.1821e-01,6.9937e+00,5.3488e+05,1.2803e+03,-4.4288e-01,-4.7843e-01,4.9363e+00,3.4515e+00,2.5815e+01
2.0000e+03,4.4000e+01,1.0000e+00,8.0882e+00,-5.5194e+05,-5.5195e+05,-8.7912e-02,-5.5195e+05,1.1823e-01,6.9957e+00,5.3449e+05,1.2826e+03,1.5185e-01,-5.6383e-01,4.2086e+00,1.2358e+00,2.6226e+01
2.0000e+03,4.5000e+01,1.0000e+00,8.2569e+00,-5.5119e+05,-5.5120e+05,-8.9910e-02,-5.5120e+05,1.1824e-01,6.9977e+00,5.3420e+05,1.2851e+03,-2.9932e-01,-6.7173e-02,4.3046e+00,1.2490e+00,2.5882e+01
2.0000e+03,4.6000e+01,2.0000e+00,8.4095e+00,-5.5106e+05,-5.5107e+05,-9.1908e-02,-5.5107e+05,1.1826e-01,6.9996e+00,5.3346e+05,1.2898e+03,-1.7332e-01,-4.4717e-01,4.1396e+00,1.3838e+00,2.5497e+01
2.0000e+03,4.7000e+01,1.0000e+00,8.5766e+00,-5.5103e+05,-5.5103e+05,-9.3906e-02,-5.5103e+05,1.1828e-01,7.0016e+00,5.3333e+05,1.2922e+03,-1.8379e-01,-6.7835e-02,4.4705e+00,3.6169e+00,2.2175e+01
2.0000e+03,4.8000e+01,1.0000e+00,8.7432e+00,-5.4959e+05,-5.4960e+05,-9.5904e-02,-5.4960e+05,1.1829e-01,7.0037e+00,5.3329e+05,1.2945e+03,-4.0117e-01,-7.2820e-02,4.3112e+00,3.2026e+00,2.2843e+01
2.0000e+03,4.9000e+01,2.0000e+00,8.8929e+00,-5.4950e+05,-5.4951e+05,-9.7902e-02,-5.4951e+05,1.1831e-01,7.0057e+00,5.3185e+05,1.2994e+03,-9.9038e-02,-6.8236e-01,4.0145e+00,1.5167e+00,2.5381e+01
2.0000e+03,5.0000e+01,1.0000e+00,9.0580e+00,-5.4925e+05,-5.4925e+05,-9.9900e-02,-5.4925e+05,1.1833e-01,7.0077e+00,5.3177e+05,1.3018e+03,-1.8034e-01,-4.7799e-01,4.7870e+00,4.1671e+00,2.4251e+01
2.0000e+03,5.1000e+01,1.0000e+00,9.2224e+00,-5.4919e+05,-5.4919e+05,-1.0190e-01,-5.4919e+05,1.1834e-01,7.0096e+00,5.3151e+05,1.3041e+03,-1.7045e-01,-3.7067e-01,4.7002e+00,2.9202e+00,2.6915e+01
2.0000e+03,5.2000e+01,1.0000e+00,9.3863e+00,-5.4914e+05,-5.4915e+05,-1.0390e-01,-5.4915e+05,1.1836e-01,7.0116e+00,5.3145e+05,1.3065e+03,-9.8507e-02,-3.9000e-01,4.4057e+00,3.3387e+00,2.3568e+01
2.0000e+03,5.3000e+01,1.0000e+00,9.5495e+00,-5.4909e+05,-5.4910e+05,-1.0589e-01,-5.4910e+05,1.1838e-01,7.0136e+00,5.3140e+05,1.3089e+03,-4.1363e-01,-7.0686e-01,4.0575e+00,6.8728e-01,2.5770e+01
2.0000e+03,5.4000e+01,1.0000e+00,9.7122e+00,-5.4872e+05,-5.4873e+05,-1.0789e-01,-5.4873e+05,1.1839e-01,7.0157e+00,5.3135e+05,1.3113e+03,8.5473e-02,-1.7851e-01,4.8136e+00,4.9187e+00,2.3740e+01
2.0000e+03,5.5000e+01,1.0000e+00,9.8743e+00,-5.4850e+05,-5.4850e+05,-1.0989e-01,-5.4850e+05,1.1841e-01,7.0177e+00,5.3098e+05,1.3137e+03,-1.1621e-01,-1.5638e-01,4.9742e+00,5.0830e+00,2.3713e+01
2.0000e+03,5.6000e+01,2.0000e+00,1.0018e+01,-5.4835e+05,-5.4835e+05,-1.1189e-01,-5.4835e+05,1.1843e-01,7.0197e+00,5.3076e+05,1.3185e+03,-3.5092e-01,-5.5605e-01,4.6991e+00,5.4043e+00,2.2489e+01
2.0000e+03,5.7000e+01,1.0000e+00,1.0179e+01,-5.4832e+05,-5.4833e+05,-1.1389e-01,-5.4833e+05,1.1845e-01,7.0216e+00,5.3061e+05,1.3208e+03,-1.7715e-01,-1.5748e-01,4.3054e+00,3.2127e+00,2.3000e+01
2.0000e+03,5.8000e+01,2.0000e+00,1.0320e+01,-5.4786e+05,-5.4787e+05,-1.1588e-01,-5.4787e+05,1.1846e-01,7.0236e+00,5.3059e+05,1.3256e+03,1.0776e-01,-3.5899e-02,4.8309e+00,4.7702e+00,2.3869e+01
2.0000e+03,5.9000e+01,1.0000e+00,1.0480e+01,-5.4775e+05,-5.4775e+05,-1.1788e-01,-5.4775e+05,1.1848e-01,7.0256e+00,5.3012e+05,1.3280e+03,-3.5492e-01,-2.5995e-01,4.8269e+00,4.1756e+00,2.4580e+01
2.0000e+03,6.0000e+01,1.0000e+00,1.0638e+01,-5.4733e+05,-5.4734e+05,-1.1988e-01,-5.4734e+05,1.1850e-01,7.0276e+00,5.3001e+05,1.3303e+03,-3.7467e-01,-7.6409e-01,4.8033e+00,4.6995e+00,2.4346e+01
2.0000e+03,6.1000e+01,1.0000e+00,1.0796e+01,-5.4711e+05,-5.4712e+05,-1.2188e-01,-5.4712e+05,1.1851e-01,7.0297e+00,5.2959e+05,1.3329e+03,-1.8141e-02,-2.3383e-01,4.0041e+00,5.4187e-01,2.5712e+01
2.0000e+03,6.2000e+01,1.0000e+00,1.0954e+01,-5.4689e+05,-5.4690e+05,-1.2388e-01,-5.4690e+05,1.1853e-01,7.0316e+00,5.2937e+05,1.3353e+03,-1.6602e-01,-2.6391e-02,4.1911e+00,2.3446e+00,2.5335e+01
2.0000e+03,6.3000e+01,1.0000e+00,1.1111e+01,-5.4679e+05,-5.4679e+05,-1.2587e-01,-5.4679e+05,1.1855e-01,7.0336e+00,5.2915e+05,1.3377e+03,-4.1832e-01,-5.3758e-01,4.5454e+00,3.7734e+00,2.4797e+01
2.0000e+03,6.4000e+01,1.0000e+00,1.1268e+01,-5.4675e+05,-5.4676e+05,-1.2787e-01,-5.4676e+05,1.1856e-01,7.0356e+00,5.2905e+05,1.3400e+03,6.8105e-02,-1.1650e-02,4.2056e+00,2.8175e+00,2.4012e+01
2.0000e+03,6.5000e+01,1.0000e+00,1.1424e+01,-5.4643e+05,-5.4643e+05,-1.2987e-01,-5.4643e+05,1.1858e-01,7.0376e+00,5.2902e+05,1.3423e+03,-1.1466e-02,-6.0280e-01,4.1549e+00,2.6030e+00,2.5409e+01
2.0000e+03,6.6000e+01,1.0000e+00,1.1579e+01,-5.4595e+05,-5.4595e+05,-1.3187e-01,-5.4595e+05,1.1860e-01,7.0396e+00,5.2869e+05,1.3447e+03,-2.8789e-01,-7.5820e-01,4.4854e+00,3.0000e+00,2.7328e+01
2.0000e+03,6.7000e+01,2.0000e+00,1.1713e+01,-5.4581e+05,-5.4582e+05,-1.3387e-01,-5.4582e+05,1.1861e-01,7.0416e+00,5.2821e+05,1.3495e+03,-3.7758e-01,-6.2652e-01,4.4798e+00,4.0462e+00,2.3972e+01
2.0000e+03,6.8000e+01,1.0000e+00,1.1867e+01,-5.4536e+05,-5.4537e+05,-1.3586e-01,-5.4537e+05,1.1863e-01,7.0436e+00,5.2807e+05,1.3518e+03,2.1393e-02,-1.1535e-01,4.0056e+00,2.1783e+00,2.5045e+01
2.0000e+03,6.9000e+01,1.0000e+00,1.2021e+01,-5.4524e+05,-5.4524e+05,-1.3786e-01,-5.4524e+05,1.1865e-01,7.0456e+00,5.2762e+05,1.3542e+03,-2.7994e-01,-9.4364e-01,4.7382e+00,5.2254e+00,2.4073e+01
2.0000e+03,7.0000e+01,1.0000e+00,1.2174e+01,-5.4506e+05,-5.4507e+05,-1.3986e-01,-5.4507e+05,1.1866e-01,7.0476e+00,5.2750e+05,1.3566e+03,-1.0495e-01,-3.7027e-01,4.5261e+00,5.1650e+00,2.2136e+01
2.0000e+03,7.1000e+01,1.0000e+00,1.2326e+01,-5.4445e+05,-5.4446e+05,-1.4186e-01,-5.4446e+05,1.1868e-01,7.0496e+00,5.2732e+05,1.3590e+03,-1.7828e-01,-2.8028e-01,4.0721e+00,1.6355e+00,2.7177e+01
2.0000e+03,7.2000e+01,1.0000e+00,1.2478e+01,-5.4440e+05,-5.4440e+05,-1.4386e-01,-5.4440e+05,1.1870e-01,7.0516e+00,5.2672e+05,1.3614e+03,2.8436e-02,-7.8121e-01,4.6995e+00,3.5929e+00,2.7456e+01
2.0000e+03,7.3000e+01,1.0000e+00,1.2630e+01,-5.4418e+05,-5.4418e+05,-1.4585e-01,-5.4418e+05,1.1871e-01,7.0536e+00,5.2666e+05,1.3638e+03,-3.8645e-01,-6.6483e-01,3.6302e+00,6.7941e-01,2.2330e+01
2.0000e+03,7.4000e+01,3.0000e+00,1.2737e+01,-5.4399e+05,-5.4399e+05,-1.4785e-01,-5.4399e+05,1.1873e-01,7.0556e+00,5.2644e+05,1.3708e+03,2.3455e-02,-7.4170e-01,4.6632e+00,4.3056e+00,2.5348e+01
2.0000e+03,7.5000e+01,1.0000e+00,1.2887e+01,-5.4395e+05,-5.4396e+05,-1.4985e-01,-5.4396e+05,1.1875e-01,7.0576e+00,5.2625e+05,1.3731e+03,-4.7245e-01,-6.4858e-02,4.9686e+00,4.4460e+00,2.6902e+01
2.0000e+03,7.6000e+01,1.0000e+00,1.3036e+01,-5.4387e+05,-5.4388e+05,-1.5185e-01,-5.4388e+05,1.1877e-01,7.0596e+00,5.2621e+05,1.3756e+03,2.3429e-01,-9.3971e-01,3.8597e+00,1.5139e+00,2.7172e+01
2.0000e+03,7.7000e+01,2.0000e+00,1.3162e+01,-5.4380e+05,-5.4380e+05,-1.5385e-01,-5.4380e+05,1.1878e-01,7.0616e+00,5.2613e+05,1.3803e+03,-3.5362e-01,-9.4261e-01,4.6590e+00,6.6623e+00,2.2954e+01
2.0000e+03,7.8000e+01,1.0000e+00,1.3311e+01,-5.4378e+05,-5.4379e+05,-1.5584e-01,-5.4379e+05,1.1880e-01,7.0635e+00,5.2606e+05,1.3826e+03,-1.8285e-01,-6.6514e-02,4.9759e+00,4.4279e+00,2.6381e+01
2.0000e+03,7.9000e+01,1.0000e+00,1.3458e+01,-5.4356e+05,-5.4357e+05,-1.5784e-01,-5.4357e+05,1.1882e-01,7.0656e+00,5.2605e+05,1.3849e+03,-4.0686e-01,-3.9127e-01,3.7733e+00,7.1451e-01,2.4424e+01
2.0000e+03,8.0000e+01,1.0000e+00,1.3605e+01,-5.4327e+05,-5.4328e+05,-1.5984e-01,-5.4328e+05,1.1883e-01,7.0676e+00,5.2583e+05,1.3873e+03,-2.9915e-01,-9.6327e-01,4.2162e+00,2.7370e+00,2.7351e+01
2.0000e+03,8.1000e+01,1.0000e+00,1.3752e+01,-5.4271e+05,-5.4271e+05,-1.6184e-01,-5.4271e+05,1.1885e-01,7.0696e+00,5.2553e+05,1.3897e+03,1.3769e-01,-4.8511e-02,3.7319e+00,7.0168e-01,2.4460e+01
2.0000e+03,8.2000e+01,1.0000e+00,1.3898e+01,-5.4254e+05,-5.4255e+05,-1.6384e-01,-5.4255e+05,1.1887e-01,7.0716e+00,5.2497e+05,1.3921e+03,-4.7908e-01,-4.2670e-01,4.2226e+00,3.4220e+00,2.5152e+01
2.0000e+03,8.3000e+01,2.0000e+00,1.4020e+01,-5.4253e+05,-5.4254e+05,-1.6583e-01,-5.4254e+05,1.1888e-01,7.0732e+00,5.2480e+05,1.3970e+03,1.9103e-02,-9.5706e-01,4.3343e+00,3.0226e+00,2.7619e+01
2.0000e+03,8.4000e+01,1.0000e+00,1.4165e+01,-5.4204e+05,-5.4204e+05,-1.6783e-01,-5.4204e+05,1.1890e-01,7.0756e+00,5.2479e+05,1.3993e+03,2.3534e-01,-8.5558e-01,4.6129e+00,5.9927e+00,2.4091e+01
2.0000e+03,8.5000e+01,1.0000e+00,1.4310e+01,-5.4198e+05,-5.4199e+05,-1.6983e-01,-5.4199e+05,1.1892e-01,7.0776e+00,5.2430e+05,1.4017e+03,2.1212e-01,-2.4784e-01,3.5611e+00,1.7462e+00,2.3007e+01
2.0000e+03,8.6000e+01,1.0000e+00,1.4454e+01,-5.4195e+05,-5.4195e+05,-1.7183e-01,-5.4195e+05,1.1893e-01,7.0796e+00,5.2425e+05,1.4041e+03,-2.5533e-02,-1.7125e-01,3.8524e+00,2.7503e+00,2.3006e+01
2.0000e+03,8.7000e+01,1.0000e+00,1.4597e+01,-5.4163e+05,-5.4164e+05,-1.7383e-01,-5.4164e+05,1.1895e-01,7.0816e+00,5.2421e+05,1.4065e+03,-4.8367e-01,-5.5166e-01,4.5725e+00,6.2295e+00,2.3495e+01
2.0000e+03,8.8000e+01,1.0000e+00,1.4740e+01,-5.4128e+05,-5.4129e+05,-1.7582e-01,-5.4129e+05,1.1897e-01,7.0836e+00,5.2389e+05,1.4089e+03,1.9276e-01,-5.4080e-01,3.5184e+00,1.0623e+00,2.3384e+01
2.0000e+03,8.9000e+01,1.0000e+00,1.4883e+01,-5.4061e+05,-5.4061e+05,-1.7782e-01,-5.4061e+05,1.1898e-01,7.0856e+00,5.2355e+05,1.4113e+03,-2.2511e-01,-9.3422e-01,4.1512e+00,4.1479e+00,2.3061e+01
2.0000e+03,9.0000e+01,1.0000e+00,1.5025e+01,-5.4055e+05,-5.4055e+05,-1.7982e-01,-5.4055e+05,1.1900e-01,7.0876e+00,5.2287e+05,1.4137e+03,1.6742e-01,-8.3153e-01,4.5343e+00,5.6519e+00,2.4533e+01
2.0000e+03,9.1000e+01,1.0000e+00,1.5167e+01,-5.4049e+05,-5.4049e+05,-1.8182e-01,-5.4049e+05,1.1902e-01,7.0896e+00,5.2281e+05,1.4161e+03,2.1493e-01,-1.1461e-01,4.1171e+00,3.5128e-01,2.7776e+01
2.0000e+03,9.2000e+01,1.0000e+00,1.5308e+01,-5.4032e+05,-5.4032e+05,-1.8382e-01,-5.4032e+05,1.1903e-01,7.0916e+00,5.2275e+05,1.4184e+03,-8.0414e-02,-9.0599e-01,4.1618e+00,4.1363e+00,2.3141e+01
2.0000e+03,9.3000e+01,1.0000e+00,1.5449e+01,-5.4017e+05,-5.4018e+05,-1.8581e-01,-5.4018e+05,1.1905e-01,7.0936e+00,5.2258e+05,1.4208e+03,-2.1993e-01,-9.8759e-01,4.6876e+00,6.9989e+00,2.4110e+01
2.0000e+03,9.4000e+01,1.0000e+00,1.5589e+01,-5.4015e+05,-5.4016e+05,-1.8781e-01,-5.4016e+05,1.1907e-01,7.0955e+00,5.2244e+05,1.4232e+03,-4.5509e-02,-3.5203e-02,4.8704e+00,7.4472e+00,2.3108e+01
2.0000e+03,9.5000e+01,1.0000e+00,1.5728e+01,-5.4015e+05,-5.4015e+05,-1.8981e-01,-5.4015e+05,1.1896e-01,7.0833e+00,5.2242e+05,1.4257e+03,-3.5629e-01,-3.6170e-01,4.3299e+00,3.8116e+00,2.5482e+01
2.0000e+03,9.6000e+01,1.0000e+00,1.5868e+01,-5.4008e+05,-5.4009e+05,-1.9181e-01,-5.4009e+05,1.1910e-01,7.0996e+00,5.2241e+05,1.4281e+03,-3.9475e-01,-6.0000e-01,4.3084e+00,3.6976e+00,2.6161e+01
2.0000e+03,9.7000e+01,1.0000e+00,1.6007e+01,-5.4005e+05,-5.4006e+05,-1.9381e-01,-5.4006e+05,1.1912e-01,7.1016e+00,5.2235e+05,1.4305e+03,-9.6860e-03,-3.9339e-01,3.8315e+00,2.5822e+00,2.4675e+01
