niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust_med,dust_sig,logNpix,tau,dmod
1.1000e+01,1.0000e+00,2.1526e+00,-1.6982e+05,-1.6983e+05,-2.1978e-02,-1.6983e+05,1.1767e-01,6.9297e+00,1.6139e+05,1.8320e+03,-7.2891e-02,4.2704e-02,-8.3072e-01,4.6231e-02,4.6241e+00,3.6345e+00,2.5532e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6977e+05,-1.6978e+05,-2.3976e-02,-1.6978e+05,1.1768e-01,6.9317e+00,1.6119e+05,1.8370e+03,-1.7910e-01,5.8805e-02,-9.1186e-02,7.6624e-02,4.6303e+00,1.8258e-01,2.5868e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6972e+05,-1.6973e+05,-2.5974e-02,-1.6973e+05,1.1770e-01,6.9337e+00,1.6114e+05,1.8405e+03,-7.5094e-02,3.3442e-01,-2.5066e-02,3.8679e-01,4.7988e+00,4.4591e+00,2.5463e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6962e+05,-1.6963e+05,-2.7972e-02,-1.6963e+05,1.1772e-01,6.9357e+00,1.6109e+05,1.8421e+03,-4.8263e-01,2.1281e-01,-7.3341e-01,1.8922e-01,4.8944e+00,6.4024e+00,2.6421e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6953e+05,-1.6954e+05,-2.9970e-02,-1.6954e+05,1.1774e-01,6.9377e+00,1.6099e+05,1.8448e+03,1.1364e-01,2.3113e-01,-5.9178e-02,1.7100e-01,4.7085e+00,3.8700e+00,2.5261e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6940e+05,-1.6941e+05,-3.1968e-02,-1.6941e+05,1.1775e-01,6.9397e+00,1.6090e+05,1.8488e+03,-5.4016e-02,3.7981e-01,-3.3333e-02,3.1775e-01,4.5822e+00,3.7406e+00,2.5125e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.6929e+05,-1.6930e+05,-3.3966e-02,-1.6930e+05,1.1777e-01,6.9417e+00,1.6077e+05,1.8510e+03,2.8436e-02,1.0314e-01,-7.5132e-02,1.8801e-01,4.6373e+00,5.7249e-01,2.5921e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.6924e+05,-1.6925e+05,-3.5964e-02,-1.6925e+05,1.1779e-01,6.9437e+00,1.6066e+05,1.8549e+03,5.6611e-02,5.6486e-02,-4.8828e-01,3.4057e-01,4.9742e+00,5.0830e+00,2.6427e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.6887e+05,-1.6888e+05,-3.7962e-02,-1.6888e+05,1.1780e-01,6.9457e+00,1.6060e+05,1.8599e+03,-1.2877e-01,3.2775e-01,-4.5434e-02,2.6224e-01,4.6434e+00,5.5679e+00,2.5215e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.6868e+05,-1.6868e+05,-3.9960e-02,-1.6868e+05,1.1782e-01,6.9477e+00,1.6024e+05,1.8621e+03,-1.8281e-01,1.3915e-01,-4.3169e-01,3.2755e-02,4.9074e+00,7.7677e+00,2.6411e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.6856e+05,-1.6857e+05,-4.1958e-02,-1.6857e+05,1.1784e-01,6.9497e+00,1.6004e+05,1.8678e+03,-2.1717e-03,1.6622e-01,-8.2070e-01,3.0292e-01,4.0681e+00,1.3367e+00,2.5012e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.6824e+05,-1.6825e+05,-4.3956e-02,-1.6825e+05,1.1785e-01,6.9517e+00,1.5992e+05,1.8728e+03,1.4346e-01,2.5729e-01,-2.3281e-01,3.2340e-01,4.1857e+00,8.1566e-01,2.5128e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.6823e+05,-1.6824e+05,-4.5954e-02,-1.6824e+05,1.1770e-01,6.9336e+00,1.5961e+05,1.8745e+03,-3.4404e-01,5.4614e-02,-1.3014e-01,3.0401e-02,4.8745e+00,2.6872e+00,2.7051e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.6799e+05,-1.6799e+05,-4.7952e-02,-1.6799e+05,1.1789e-01,6.9557e+00,1.5960e+05,1.8789e+03,-3.2886e-01,2.1142e-01,-6.8043e-02,2.3817e-01,4.9590e+00,3.4952e+00,2.7082e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.6789e+05,-1.6790e+05,-4.9950e-02,-1.6790e+05,1.1790e-01,6.9577e+00,1.5935e+05,1.8811e+03,-4.7710e-01,1.7238e-01,-9.9388e-01,2.7417e-01,4.4756e+00,3.0690e+00,2.6406e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.6786e+05,-1.6787e+05,-5.1948e-02,-1.6787e+05,1.1792e-01,6.9597e+00,1.5926e+05,1.8851e+03,-3.6178e-01,3.7263e-01,-3.1350e-01,3.2962e-01,4.9603e+00,7.3745e-01,2.7868e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.6767e+05,-1.6767e+05,-5.3946e-02,-1.6767e+05,1.1794e-01,6.9617e+00,1.5923e+05,1.8890e+03,-1.7871e-01,3.8929e-01,-1.3836e-01,1.6828e-01,4.5402e+00,5.4292e+00,2.5528e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.6764e+05,-1.6765e+05,-5.5944e-02,-1.6765e+05,1.1796e-01,6.9637e+00,1.5903e+05,1.8935e+03,-4.3438e-01,1.1757e-01,-3.5988e-01,2.3649e-01,4.5574e+00,7.3533e+00,2.5762e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.6764e+05,-1.6765e+05,-5.7942e-02,-1.6765e+05,1.1729e-01,6.8859e+00,1.5901e+05,1.8956e+03,-3.3694e-01,1.6906e-01,-7.8598e-01,1.7588e-01,4.7426e+00,6.7025e-01,2.7660e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.6762e+05,-1.6762e+05,-5.9940e-02,-1.6762e+05,1.1799e-01,6.9677e+00,1.5900e+05,1.8990e+03,-4.2146e-01,1.6203e-01,-9.7823e-01,1.9037e-01,4.5725e+00,6.2295e+00,2.6246e+01
3.1000e+01,1.0000e+00,5.8380e+00,-1.6759e+05,-1.6759e+05,-6.1938e-02,-1.6759e+05,1.1801e-01,6.9697e+00,1.5898e+05,1.9013e+03,2.0385e-02,2.2413e-01,-1.1077e-01,3.9861e-02,4.1327e+00,1.2469e+00,2.5293e+01
3.2000e+01,1.0000e+00,6.0150e+00,-1.6735e+05,-1.6736e+05,-6.3936e-02,-1.6736e+05,1.1802e-01,6.9717e+00,1.5895e+05,1.9057e+03,2.2819e-01,3.1407e-01,-8.6822e-01,3.7233e-01,4.3112e+00,3.2026e+00,2.5703e+01
3.3000e+01,1.0000e+00,6.1914e+00,-1.6726e+05,-1.6726e+05,-6.5934e-02,-1.6726e+05,1.1804e-01,6.9737e+00,1.5872e+05,1.9085e+03,1.7855e-01,2.9281e-01,-9.4208e-01,2.0985e-01,4.9262e+00,1.1883e+00,2.8145e+01
3.4000e+01,1.0000e+00,6.3670e+00,-1.6725e+05,-1.6726e+05,-6.7932e-02,-1.6726e+05,1.1794e-01,6.9615e+00,1.5862e+05,1.9124e+03,-1.0348e-02,1.4493e-01,-4.5462e-01,1.1042e-01,4.4871e+00,1.4962e+00,2.6853e+01
3.5000e+01,1.0000e+00,6.5421e+00,-1.6718e+05,-1.6719e+05,-6.9930e-02,-1.6719e+05,1.1807e-01,6.9777e+00,1.5861e+05,1.9156e+03,1.0847e-01,3.5163e-01,-3.3401e-01,2.4374e-01,4.5734e+00,3.6438e+00,2.6222e+01
3.6000e+01,2.0000e+00,6.7039e+00,-1.6710e+05,-1.6711e+05,-7.1928e-02,-1.6711e+05,1.1809e-01,6.9797e+00,1.5855e+05,1.9222e+03,8.2103e-02,3.7211e-01,-8.9058e-01,4.6557e-02,4.5514e+00,5.6766e+00,2.6079e+01
3.7000e+01,1.0000e+00,6.8773e+00,-1.6705e+05,-1.6706e+05,-7.3926e-02,-1.6706e+05,1.1811e-01,6.9817e+00,1.5847e+05,1.9255e+03,-6.2355e-02,2.6629e-01,-3.8866e-01,2.6432e-01,4.3220e+00,5.8127e-01,2.6412e+01
3.8000e+01,1.0000e+00,7.0501e+00,-1.6689e+05,-1.6690e+05,-7.5924e-02,-1.6690e+05,1.1812e-01,6.9837e+00,1.5842e+05,1.9283e+03,9.1794e-02,7.8778e-02,-2.9736e-04,9.4456e-02,1.1698e+00,3.8554e+00,2.9852e+01
3.9000e+01,1.0000e+00,7.2222e+00,-1.6687e+05,-1.6688e+05,-7.7922e-02,-1.6688e+05,1.1814e-01,6.9857e+00,1.5826e+05,1.9327e+03,-4.0546e-01,3.5941e-01,-5.4873e-01,2.6733e-01,4.2372e+00,2.3354e+00,2.6367e+01
4.0000e+01,1.0000e+00,7.3937e+00,-1.6675e+05,-1.6676e+05,-7.9920e-02,-1.6676e+05,1.1816e-01,6.9877e+00,1.5824e+05,1.9355e+03,1.8666e-01,2.5281e-01,-4.4067e-01,1.4498e-01,4.3304e+00,2.0368e+00,2.6440e+01
4.1000e+01,1.0000e+00,7.5646e+00,-1.6667e+05,-1.6668e+05,-8.1918e-02,-1.6668e+05,1.1818e-01,6.9897e+00,1.5811e+05,1.9412e+03,-4.3292e-01,3.4581e-02,-7.2419e-01,1.6087e-01,4.5484e+00,4.6073e-01,2.7703e+01
4.2000e+01,1.0000e+00,7.7348e+00,-1.6655e+05,-1.6656e+05,-8.3916e-02,-1.6656e+05,1.1819e-01,6.9917e+00,1.5804e+05,1.9445e+03,-7.7376e-02,2.6615e-01,-2.2809e-01,3.4141e-01,4.3220e+00,3.4838e+00,2.5828e+01
4.3000e+01,1.0000e+00,7.9044e+00,-1.6648e+05,-1.6649e+05,-8.5914e-02,-1.6649e+05,1.1821e-01,6.9937e+00,1.5792e+05,1.9478e+03,-1.2628e-01,1.7371e-01,-8.9779e-01,5.2006e-02,4.9093e+00,7.8056e+00,2.7524e+01
4.4000e+01,1.0000e+00,8.0734e+00,-1.6647e+05,-1.6648e+05,-8.7912e-02,-1.6648e+05,1.1822e-01,6.9955e+00,1.5785e+05,1.9529e+03,-1.3908e-01,3.3279e-02,-8.8910e-01,3.6024e-01,4.5684e+00,7.3298e+00,2.6537e+01
4.5000e+01,1.0000e+00,8.2418e+00,-1.6631e+05,-1.6632e+05,-8.9910e-02,-1.6632e+05,1.1824e-01,6.9977e+00,1.5784e+05,1.9568e+03,2.9380e-02,1.6385e-01,-1.8355e-01,2.6263e-01,4.7253e+00,3.6590e+00,2.6900e+01
4.6000e+01,1.0000e+00,8.4095e+00,-1.6628e+05,-1.6629e+05,-9.1908e-02,-1.6629e+05,1.1826e-01,6.9997e+00,1.5768e+05,1.9607e+03,-2.1246e-01,2.6614e-01,-3.6074e-01,1.0288e-01,4.5472e+00,4.5514e+00,2.6492e+01
4.7000e+01,3.0000e+00,8.5455e+00,-1.6624e+05,-1.6624e+05,-9.3906e-02,-1.6624e+05,1.1828e-01,7.0017e+00,1.5764e+05,1.9722e+03,1.0096e-01,1.3702e-01,-8.8598e-01,2.3291e-01,4.0764e+00,3.5380e+00,2.5418e+01
4.8000e+01,1.0000e+00,8.7114e+00,-1.6619e+05,-1.6620e+05,-9.5904e-02,-1.6620e+05,1.1829e-01,7.0037e+00,1.5760e+05,1.9761e+03,-3.5636e-01,2.5640e-01,-5.6227e-01,3.1844e-01,4.1199e+00,2.2535e+00,2.6382e+01
4.9000e+01,1.0000e+00,8.8768e+00,-1.6610e+05,-1.6611e+05,-9.7902e-02,-1.6611e+05,1.1831e-01,7.0057e+00,1.5756e+05,1.9805e+03,-1.6217e-01,3.1372e-01,-1.6785e-01,4.5386e-02,4.7757e+00,1.2121e+00,2.8280e+01
5.0000e+01,1.0000e+00,9.0416e+00,-1.6600e+05,-1.6601e+05,-9.9900e-02,-1.6601e+05,1.1833e-01,7.0077e+00,1.5747e+05,1.9839e+03,-2.6161e-01,7.4268e-02,-1.2694e-01,1.1171e-01,4.7179e+00,5.8517e+00,2.6841e+01
5.1000e+01,1.0000e+00,9.2058e+00,-1.6599e+05,-1.6600e+05,-1.0190e-01,-1.6600e+05,1.1834e-01,7.0086e+00,1.5737e+05,1.9878e+03,2.0596e-02,1.5556e-01,-2.3198e-01,3.3058e-01,4.7070e+00,1.7356e+00,2.8005e+01
5.2000e+01,1.0000e+00,9.3694e+00,-1.6598e+05,-1.6599e+05,-1.0390e-01,-1.6599e+05,1.1834e-01,7.0086e+00,1.5736e+05,1.9928e+03,8.5177e-03,1.5979e-01,-8.6202e-01,1.7307e-01,4.7252e+00,5.4180e+00,2.7096e+01
5.3000e+01,1.0000e+00,9.5324e+00,-1.6566e+05,-1.6566e+05,-1.0589e-01,-1.6566e+05,1.1838e-01,7.0136e+00,1.5735e+05,1.9950e+03,-8.3160e-02,9.5083e-02,-2.0940e-01,5.3295e-02,4.3517e+00,2.0060e+00,2.7171e+01
5.4000e+01,1.0000e+00,9.6948e+00,-1.6565e+05,-1.6566e+05,-1.0789e-01,-1.6566e+05,1.1766e-01,6.9285e+00,1.5702e+05,2.0001e+03,-2.6806e-02,2.2947e-01,-4.3292e-01,3.3097e-01,4.7559e+00,1.6239e+00,2.8564e+01
5.5000e+01,1.0000e+00,9.8566e+00,-1.6559e+05,-1.6560e+05,-1.0989e-01,-1.6560e+05,1.1841e-01,7.0176e+00,1.5702e+05,2.0053e+03,2.4804e-01,2.8399e-01,-6.2612e-01,1.7257e-01,4.7004e+00,2.0344e+00,2.8320e+01
5.6000e+01,1.0000e+00,1.0018e+01,-1.6555e+05,-1.6556e+05,-1.1189e-01,-1.6556e+05,1.1843e-01,7.0196e+00,1.5696e+05,2.0097e+03,4.3929e-02,3.9004e-01,-4.6452e-01,1.8902e-01,1.0884e+00,4.8873e+00,2.9824e+01
5.7000e+01,1.0000e+00,1.0179e+01,-1.6553e+05,-1.6554e+05,-1.1389e-01,-1.6554e+05,1.1845e-01,7.0216e+00,1.5691e+05,2.0136e+03,-3.2642e-01,3.9656e-01,-9.9400e-01,1.4740e-01,4.1570e+00,8.7824e-01,2.7212e+01
5.8000e+01,2.0000e+00,1.0320e+01,-1.6552e+05,-1.6553e+05,-1.1588e-01,-1.6553e+05,1.1843e-01,7.0194e+00,1.5690e+05,2.0197e+03,-4.5221e-01,1.3584e-01,-7.3808e-01,3.2290e-01,4.0699e+00,4.5383e+00,2.5688e+01
5.9000e+01,1.0000e+00,1.0480e+01,-1.6552e+05,-1.6553e+05,-1.1788e-01,-1.6553e+05,1.1292e-01,6.3820e+00,1.5689e+05,2.0242e+03,3.0068e-02,1.3573e-01,-2.1628e-01,2.5028e-01,4.4870e+00,7.7891e-01,2.7728e+01
6.0000e+01,1.0000e+00,1.0638e+01,-1.6548e+05,-1.6548e+05,-1.1988e-01,-1.6548e+05,1.1850e-01,7.0276e+00,1.5688e+05,2.0278e+03,-3.5740e-01,2.6568e-01,-6.6877e-02,9.5285e-02,4.6291e+00,3.3112e+00,2.7566e+01
6.1000e+01,1.0000e+00,1.0796e+01,-1.6547e+05,-1.6547e+05,-1.2188e-01,-1.6547e+05,1.1851e-01,7.0293e+00,1.5684e+05,2.0316e+03,-7.9238e-02,1.8955e-01,-1.4470e-01,3.6625e-01,4.5063e+00,7.7269e+00,2.6012e+01
6.2000e+01,1.0000e+00,1.0954e+01,-1.6539e+05,-1.6540e+05,-1.2388e-01,-1.6540e+05,1.1853e-01,7.0316e+00,1.5683e+05,2.0361e+03,-8.9121e-02,2.9749e-01,-9.7202e-01,3.4816e-01,4.9945e+00,2.6699e+00,2.9251e+01
6.3000e+01,1.0000e+00,1.1111e+01,-1.6534e+05,-1.6535e+05,-1.2587e-01,-1.6535e+05,1.1855e-01,7.0336e+00,1.5676e+05,2.0388e+03,-4.1850e-01,2.0127e-01,-1.7756e-02,4.5415e-02,4.4090e+00,7.8858e+00,2.6088e+01
6.4000e+01,1.0000e+00,1.1268e+01,-1.6532e+05,-1.6533e+05,-1.2787e-01,-1.6533e+05,1.1856e-01,7.0356e+00,1.5671e+05,2.0433e+03,-4.7009e-01,3.3704e-01,-8.8294e-01,2.1878e-01,4.4922e+00,4.0579e-01,2.8462e+01
6.5000e+01,2.0000e+00,1.1404e+01,-1.6519e+05,-1.6520e+05,-1.2987e-01,-1.6520e+05,1.1858e-01,7.0376e+00,1.5668e+05,2.0510e+03,1.8630e-01,3.2742e-01,-3.8560e-01,3.2549e-01,4.1147e+00,3.9262e+00,2.5637e+01
6.6000e+01,1.0000e+00,1.1559e+01,-1.6517e+05,-1.6517e+05,-1.3187e-01,-1.6517e+05,1.1860e-01,7.0396e+00,1.5656e+05,2.0555e+03,-4.8693e-01,1.7861e-01,-9.1098e-01,3.9517e-01,4.7980e+00,6.0420e+00,2.8201e+01
6.7000e+01,1.0000e+00,1.1713e+01,-1.6510e+05,-1.6511e+05,-1.3387e-01,-1.6511e+05,1.1861e-01,7.0416e+00,1.5653e+05,2.0588e+03,-1.7475e-01,1.4344e-01,-7.3099e-01,2.2336e-01,4.4248e+00,4.7753e+00,2.6838e+01
6.8000e+01,2.0000e+00,1.1847e+01,-1.6510e+05,-1.6511e+05,-1.3586e-01,-1.6510e+05,1.0952e-01,6.0037e+00,1.5647e+05,2.0637e+03,-1.4397e-01,3.9016e-01,-4.7432e-01,3.4608e-01,4.2753e+00,6.7246e+00,2.5942e+01
6.9000e+01,1.0000e+00,1.2000e+01,-1.6502e+05,-1.6503e+05,-1.3786e-01,-1.6503e+05,1.1865e-01,7.0456e+00,1.5646e+05,2.0676e+03,-3.9317e-01,2.2994e-01,-7.2696e-01,3.9031e-01,3.6711e+00,2.1197e+00,2.5542e+01
7.0000e+01,1.0000e+00,1.2153e+01,-1.6501e+05,-1.6502e+05,-1.3986e-01,-1.6502e+05,1.1866e-01,7.0469e+00,1.5639e+05,2.0733e+03,8.9726e-02,3.7156e-01,-6.6242e-01,2.9364e-01,4.2949e+00,3.7938e+00,2.6694e+01
7.1000e+01,2.0000e+00,1.2284e+01,-1.6496e+05,-1.6497e+05,-1.4186e-01,-1.6497e+05,1.1868e-01,7.0496e+00,1.5638e+05,2.0812e+03,-4.5791e-01,3.6007e-01,-1.0420e-01,1.9186e-01,4.6197e+00,1.3102e+00,2.8682e+01
7.2000e+01,2.0000e+00,1.2414e+01,-1.6496e+05,-1.6497e+05,-1.4386e-01,-1.6497e+05,1.1491e-01,6.6084e+00,1.5633e+05,2.0892e+03,1.9796e-01,2.1583e-01,-1.9042e-01,3.5507e-01,4.0507e+00,3.7689e+00,2.5370e+01
7.3000e+01,2.0000e+00,1.2543e+01,-1.6496e+05,-1.6496e+05,-1.4585e-01,-1.6496e+05,1.1719e-01,6.8730e+00,1.5633e+05,2.0978e+03,-3.2391e-01,3.1840e-01,-6.4005e-01,4.7102e-02,4.1408e+00,3.1692e+00,2.6784e+01
7.4000e+01,1.0000e+00,1.2693e+01,-1.6493e+05,-1.6494e+05,-1.4785e-01,-1.6494e+05,1.1873e-01,7.0556e+00,1.5632e+05,2.1016e+03,-2.4169e-01,2.6353e-01,-8.7379e-01,8.5157e-02,3.9483e+00,1.1035e+00,2.6848e+01
7.5000e+01,1.0000e+00,1.2842e+01,-1.6491e+05,-1.6492e+05,-1.4985e-01,-1.6492e+05,1.1875e-01,7.0576e+00,1.5630e+05,2.1038e+03,1.9025e-01,3.7628e-01,-3.2872e-01,7.2822e-02,4.7158e+00,6.3174e+00,2.7299e+01
7.6000e+01,1.0000e+00,1.2991e+01,-1.6491e+05,-1.6491e+05,-1.5185e-01,-1.6491e+05,1.1609e-01,6.7449e+00,1.5628e+05,2.1083e+03,-1.6952e-01,3.4975e-01,-3.9802e-02,1.4120e-01,4.3371e+00,4.9866e+00,2.6253e+01
7.7000e+01,1.0000e+00,1.3140e+01,-1.6485e+05,-1.6486e+05,-1.5385e-01,-1.6486e+05,1.1878e-01,7.0616e+00,1.5627e+05,2.1128e+03,-3.6666e-01,1.0226e-01,-2.7561e-01,2.5997e-01,4.1781e+00,6.3072e+00,2.5725e+01
7.8000e+01,1.0000e+00,1.3288e+01,-1.6484e+05,-1.6485e+05,-1.5584e-01,-1.6485e+05,1.1879e-01,7.0623e+00,1.5621e+05,2.1179e+03,-1.0985e-01,3.5943e-02,-2.4253e-01,3.9557e-01,4.2056e+00,2.8175e+00,2.6677e+01
7.9000e+01,1.0000e+00,1.3435e+01,-1.6484e+05,-1.6484e+05,-1.5784e-01,-1.6484e+05,1.1663e-01,6.8086e+00,1.5621e+05,2.1217e+03,1.8330e-01,2.6497e-01,-8.7529e-02,2.3032e-01,4.0724e+00,4.4636e-01,2.6639e+01
8.0000e+01,1.0000e+00,1.3582e+01,-1.6481e+05,-1.6482e+05,-1.5984e-01,-1.6482e+05,1.1883e-01,7.0676e+00,1.5620e+05,2.1268e+03,-4.9264e-01,3.1274e-01,-6.6939e-01,2.2640e-01,3.9365e+00,7.0745e+00,2.5312e+01
8.1000e+01,1.0000e+00,1.3729e+01,-1.6477e+05,-1.6477e+05,-1.6184e-01,-1.6477e+05,1.1885e-01,7.0696e+00,1.5618e+05,2.1307e+03,-4.6638e-01,3.9244e-01,-5.4349e-01,4.1230e-02,4.5387e+00,1.4217e+00,2.8921e+01
8.2000e+01,1.0000e+00,1.3875e+01,-1.6476e+05,-1.6477e+05,-1.6384e-01,-1.6477e+05,1.1628e-01,6.7675e+00,1.5613e+05,2.1334e+03,-3.5512e-01,1.4802e-01,-3.7283e-01,2.2422e-01,4.6812e+00,5.7110e+00,2.7681e+01
8.3000e+01,1.0000e+00,1.4020e+01,-1.6474e+05,-1.6474e+05,-1.6583e-01,-1.6474e+05,1.1888e-01,7.0736e+00,1.5613e+05,2.1362e+03,-1.0763e-01,2.3193e-01,-6.7044e-01,3.2820e-02,3.9179e+00,2.2055e+00,2.6526e+01
8.4000e+01,1.0000e+00,1.4165e+01,-1.6469e+05,-1.6469e+05,-1.6783e-01,-1.6469e+05,1.1890e-01,7.0756e+00,1.5610e+05,2.1401e+03,1.4895e-01,8.5846e-02,-4.2005e-01,2.9640e-01,3.9216e+00,3.2916e+00,2.5590e+01
8.5000e+01,1.0000e+00,1.4310e+01,-1.6466e+05,-1.6466e+05,-1.6983e-01,-1.6466e+05,1.1892e-01,7.0776e+00,1.5605e+05,2.1417e+03,-3.7040e-02,3.9538e-01,-3.3378e-01,1.0188e-01,4.6740e+00,2.1689e+00,2.8953e+01
8.6000e+01,1.0000e+00,1.4454e+01,-1.6465e+05,-1.6466e+05,-1.7183e-01,-1.6466e+05,1.1686e-01,6.8351e+00,1.5602e+05,2.1456e+03,1.0257e-01,1.4523e-01,-6.2322e-01,2.8108e-01,3.8290e+00,9.7569e-01,2.6339e+01
8.7000e+01,1.0000e+00,1.4597e+01,-1.6462e+05,-1.6463e+05,-1.7383e-01,-1.6463e+05,1.1895e-01,7.0816e+00,1.5602e+05,2.1494e+03,-1.7797e-01,2.8047e-01,-7.3524e-01,9.4101e-02,4.2821e+00,4.2102e+00,2.6967e+01
8.8000e+01,1.0000e+00,1.4740e+01,-1.6462e+05,-1.6462e+05,-1.7582e-01,-1.6462e+05,1.1840e-01,7.0163e+00,1.5599e+05,2.1518e+03,-4.1440e-01,3.0375e-01,-4.4784e-01,4.1041e-02,4.4108e+00,5.1560e+00,2.7144e+01
8.9000e+01,1.0000e+00,1.4883e+01,-1.6461e+05,-1.6462e+05,-1.7782e-01,-1.6462e+05,1.1846e-01,7.0232e+00,1.5598e+05,2.1550e+03,-3.6935e-01,1.5029e-01,-5.3235e-01,1.3528e-01,4.6586e+00,3.5835e+00,2.8430e+01
9.0000e+01,1.0000e+00,1.5025e+01,-1.6461e+05,-1.6462e+05,-1.7982e-01,-1.6462e+05,1.1208e-01,6.2871e+00,1.5598e+05,2.1579e+03,-1.0726e-01,3.5995e-01,-3.6294e-02,2.8816e-01,4.0561e+00,2.8224e+00,2.6259e+01
9.1000e+01,1.0000e+00,1.5167e+01,-1.6457e+05,-1.6457e+05,-1.8182e-01,-1.6457e+05,1.1902e-01,7.0896e+00,1.5597e+05,2.1629e+03,1.1124e-01,3.0845e-01,-5.3414e-01,1.8774e-01,4.5893e+00,2.6271e+00,2.8545e+01
9.2000e+01,1.0000e+00,1.5308e+01,-1.6442e+05,-1.6442e+05,-1.8382e-01,-1.6442e+05,1.1903e-01,7.0916e+00,1.5593e+05,2.1657e+03,2.2659e-01,2.8286e-01,-9.7737e-01,1.0087e-01,3.9050e+00,5.4184e+00,2.5192e+01
