niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_scale,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
5.1000e+01,1.0000e+00,1.1184e+01,-1.3485e+05,-1.3486e+05,-1.2734e-01,-1.3486e+05,1.3042e-01,6.8120e+00,1.3151e+05,2.1959e+02,-4.5851e-01,-5.6739e-01,-5.3628e-01,1.0370e+00,3.6986e+00,5.2456e+00,2.2269e+00,3.0334e+01
5.2000e+01,1.0000e+00,1.1379e+01,-1.3485e+05,-1.3485e+05,-1.2984e-01,-1.3485e+05,1.3029e-01,6.7990e+00,1.3133e+05,2.2309e+02,-8.0872e-01,-1.8307e+00,1.8647e+00,9.0315e-01,4.0684e+00,2.6970e+00,5.3534e+00,2.8946e+01
5.3000e+01,1.0000e+00,1.1572e+01,-1.3482e+05,-1.3482e+05,-1.3233e-01,-1.3482e+05,1.3046e-01,6.8169e+00,1.3133e+05,2.2700e+02,-1.6083e-01,-1.8590e+00,2.1049e+00,1.9893e+00,1.2227e+00,3.9691e+00,5.5897e+00,2.8792e+01
5.4000e+01,1.0000e+00,1.1765e+01,-1.3465e+05,-1.3465e+05,-1.3483e-01,-1.3465e+05,1.3049e-01,6.8194e+00,1.3129e+05,2.3050e+02,8.9370e-02,-9.9017e-01,-9.0333e-01,1.3804e+00,3.4667e+00,4.8456e+00,5.6741e+00,3.1518e+01
5.5000e+01,1.0000e+00,1.1957e+01,-1.3464e+05,-1.3465e+05,-1.3733e-01,-1.3465e+05,1.3045e-01,6.8155e+00,1.3113e+05,2.3478e+02,3.7248e-01,-1.5271e+00,4.7003e-01,5.5684e-01,2.2725e+00,5.1683e+00,4.3921e+00,3.0325e+01
5.6000e+01,1.0000e+00,1.2148e+01,-1.3451e+05,-1.3452e+05,-1.3983e-01,-1.3452e+05,1.3054e-01,6.8244e+00,1.3112e+05,2.3880e+02,-2.5257e-01,-1.3933e+00,-6.4809e-01,2.8255e-01,4.3714e+00,5.2845e+00,3.8767e+00,3.1260e+01
5.7000e+01,1.0000e+00,1.2338e+01,-1.3440e+05,-1.3441e+05,-1.4232e-01,-1.3441e+05,1.3056e-01,6.8269e+00,1.3099e+05,2.4274e+02,3.5114e-02,-9.5549e-01,6.0951e-01,2.9553e+00,2.2394e+00,1.7812e+00,5.3918e+00,3.0120e+01
5.8000e+01,1.0000e+00,1.2527e+01,-1.3436e+05,-1.3437e+05,-1.4482e-01,-1.3437e+05,1.3058e-01,6.8294e+00,1.3088e+05,2.4662e+02,3.9971e-01,-1.0229e+00,5.3189e-01,3.1006e+00,1.7295e+00,3.6553e+00,5.3337e+00,2.9745e+01
5.9000e+01,1.0000e+00,1.2716e+01,-1.3430e+05,-1.3430e+05,-1.4732e-01,-1.3430e+05,1.3061e-01,6.8319e+00,1.3084e+05,2.5103e+02,-8.9987e-02,-7.6676e-01,1.4549e+00,4.1735e-01,1.6056e+00,5.3299e+00,3.5844e+00,3.0297e+01
6.0000e+01,2.0000e+00,1.2876e+01,-1.3423e+05,-1.3424e+05,-1.4981e-01,-1.3424e+05,1.3063e-01,6.8344e+00,1.3078e+05,2.5939e+02,-8.3615e-01,-9.2861e-01,6.5663e-01,3.8329e+00,3.9087e+00,2.9438e+00,5.3974e+00,3.0698e+01
6.1000e+01,1.0000e+00,1.3062e+01,-1.3415e+05,-1.3416e+05,-1.5231e-01,-1.3416e+05,1.3066e-01,6.8369e+00,1.3071e+05,2.6367e+02,1.9689e-01,-1.5446e+00,5.3706e-01,1.7428e+00,5.4425e-01,3.8531e+00,5.0754e+00,2.8937e+01
6.2000e+01,1.0000e+00,1.3248e+01,-1.3414e+05,-1.3415e+05,-1.5481e-01,-1.3415e+05,1.3056e-01,6.8270e+00,1.3063e+05,2.6768e+02,-9.8740e-01,-1.2927e+00,2.3528e+00,3.6384e+00,1.3879e+00,5.3467e+00,1.8812e+00,2.9341e+01
6.3000e+01,2.0000e+00,1.3404e+01,-1.3414e+05,-1.3414e+05,-1.5730e-01,-1.3414e+05,1.3048e-01,6.8185e+00,1.3062e+05,2.7640e+02,-5.5524e-01,-1.4716e+00,1.1554e+00,8.9630e-01,1.1150e+00,2.8768e+00,5.3370e+00,2.9998e+01
6.4000e+01,2.0000e+00,1.3559e+01,-1.3414e+05,-1.3414e+05,-1.5980e-01,-1.3414e+05,1.2293e-01,6.0527e+00,1.3062e+05,2.8474e+02,1.8765e-01,-1.1502e+00,2.2528e+00,3.8454e+00,4.3230e+00,5.1817e+00,4.0644e+00,2.8370e+01
6.5000e+01,1.0000e+00,1.3742e+01,-1.3396e+05,-1.3396e+05,-1.6230e-01,-1.3396e+05,1.3075e-01,6.8469e+00,1.3062e+05,2.8867e+02,3.9829e-02,-5.6094e-01,5.6369e-01,5.2859e-02,2.7237e+00,1.7053e+00,5.6219e+00,3.0946e+01
6.6000e+01,1.0000e+00,1.3924e+01,-1.3395e+05,-1.3396e+05,-1.6479e-01,-1.3396e+05,1.3037e-01,6.8072e+00,1.3044e+05,2.9223e+02,1.1065e-01,-1.1536e+00,1.9265e+00,1.7672e+00,1.0848e+00,5.3667e+00,5.4160e+00,3.1215e+01
6.7000e+01,1.0000e+00,1.4105e+01,-1.3391e+05,-1.3392e+05,-1.6729e-01,-1.3392e+05,1.3080e-01,6.8519e+00,1.3043e+05,2.9655e+02,-5.4978e-01,-1.3074e+00,9.2548e-01,2.2883e+00,3.9407e+00,4.7118e+00,4.9715e+00,3.0194e+01
6.8000e+01,1.0000e+00,1.4286e+01,-1.3386e+05,-1.3386e+05,-1.6979e-01,-1.3386e+05,1.3082e-01,6.8544e+00,1.3039e+05,3.0054e+02,-5.7578e-01,-1.6373e+00,2.4285e+00,1.4140e+00,4.0143e+00,5.1824e+00,5.3483e+00,2.9488e+01
6.9000e+01,1.0000e+00,1.4465e+01,-1.3385e+05,-1.3386e+05,-1.7228e-01,-1.3386e+05,1.3060e-01,6.8313e+00,1.3034e+05,3.0481e+02,-4.4002e-01,-7.5697e-01,-6.9596e-01,2.0167e-01,2.4857e+00,5.1166e+00,2.4531e+00,3.0278e+01
7.0000e+01,2.0000e+00,1.4614e+01,-1.3385e+05,-1.3385e+05,-1.7478e-01,-1.3385e+05,1.2910e-01,6.6750e+00,1.3033e+05,3.1367e+02,-7.9822e-02,-8.9860e-01,1.2086e+00,3.0465e+00,4.4083e+00,4.5397e+00,4.3146e+00,2.8633e+01
7.1000e+01,1.0000e+00,1.4792e+01,-1.3384e+05,-1.3385e+05,-1.7728e-01,-1.3385e+05,1.2714e-01,6.4737e+00,1.3033e+05,3.1795e+02,-8.5410e-01,-1.5486e+00,-8.1585e-01,2.2784e+00,3.3598e+00,4.3860e+00,4.6496e+00,2.8453e+01
7.2000e+01,1.0000e+00,1.4969e+01,-1.3382e+05,-1.3382e+05,-1.7978e-01,-1.3382e+05,1.3092e-01,6.8644e+00,1.3032e+05,3.2149e+02,-5.7611e-01,-1.5600e+00,-5.5270e-01,3.5184e+00,2.2672e+00,3.9864e+00,5.0944e+00,2.9132e+01
7.3000e+01,1.0000e+00,1.5145e+01,-1.3379e+05,-1.3380e+05,-1.8227e-01,-1.3380e+05,1.3094e-01,6.8669e+00,1.3030e+05,3.2580e+02,-3.3039e-01,-1.5398e+00,-9.8778e-01,1.1198e+00,1.5333e+00,1.5298e+00,5.0734e+00,2.9335e+01
7.4000e+01,1.0000e+00,1.5321e+01,-1.3372e+05,-1.3373e+05,-1.8477e-01,-1.3373e+05,1.3097e-01,6.8694e+00,1.3027e+05,3.2968e+02,-6.0478e-01,-1.7039e+00,-4.7456e-01,1.0239e+00,7.9773e-01,2.1659e+00,5.6473e+00,3.1879e+01
7.5000e+01,1.0000e+00,1.5496e+01,-1.3360e+05,-1.3360e+05,-1.8727e-01,-1.3360e+05,1.3099e-01,6.8719e+00,1.3020e+05,3.3323e+02,4.5809e-01,-1.5884e+00,-3.0712e-01,8.0523e-01,3.5055e+00,5.1625e+00,3.8634e+00,3.0648e+01
7.6000e+01,1.0000e+00,1.5670e+01,-1.3358e+05,-1.3358e+05,-1.8976e-01,-1.3358e+05,1.3101e-01,6.8744e+00,1.3008e+05,3.3752e+02,-6.3271e-01,-1.0040e+00,8.6796e-01,8.5429e-02,9.0569e-01,4.9644e+00,5.4256e+00,3.1661e+01
7.7000e+01,1.0000e+00,1.5844e+01,-1.3353e+05,-1.3354e+05,-1.9226e-01,-1.3354e+05,1.3104e-01,6.8769e+00,1.3006e+05,3.4110e+02,-8.4682e-01,-6.3678e-01,-4.6087e-01,3.5759e+00,5.0392e-01,2.0771e+00,5.2138e+00,2.9241e+01
7.8000e+01,2.0000e+00,1.5984e+01,-1.3353e+05,-1.3354e+05,-1.9476e-01,-1.3354e+05,1.2014e-01,5.7811e+00,1.3001e+05,3.4886e+02,-3.0918e-01,-1.4427e+00,-4.3257e-01,1.7729e+00,4.2312e+00,4.4423e+00,2.2899e+00,2.8648e+01
7.9000e+01,1.0000e+00,1.6155e+01,-1.3353e+05,-1.3354e+05,-1.9725e-01,-1.3354e+05,1.2274e-01,6.0331e+00,1.3001e+05,3.5314e+02,3.8053e-01,-7.0845e-01,-3.5063e-01,2.4990e+00,7.9805e-01,4.7192e+00,4.5502e+00,2.8761e+01
8.0000e+01,1.0000e+00,1.6327e+01,-1.3348e+05,-1.3348e+05,-1.9975e-01,-1.3348e+05,1.3111e-01,6.8844e+00,1.3001e+05,3.5749e+02,-3.2989e-01,-1.3773e+00,8.6464e-01,3.8789e+00,1.9558e+00,1.4326e+00,5.5448e+00,3.1493e+01
8.1000e+01,1.0000e+00,1.6497e+01,-1.3341e+05,-1.3342e+05,-2.0225e-01,-1.3342e+05,1.3113e-01,6.8869e+00,1.2996e+05,3.6187e+02,3.6856e-01,-1.6811e+00,2.3169e-01,9.9224e-01,4.0356e+00,4.6727e+00,2.9038e+00,2.8828e+01
8.2000e+01,1.0000e+00,1.6667e+01,-1.3340e+05,-1.3341e+05,-2.0474e-01,-1.3341e+05,1.3114e-01,6.8873e+00,1.2989e+05,3.6667e+02,3.5319e-01,-1.6452e+00,-5.4258e-01,1.2172e+00,3.8572e+00,4.7121e+00,3.2398e+00,2.8960e+01
8.3000e+01,1.0000e+00,1.6836e+01,-1.3338e+05,-1.3339e+05,-2.0724e-01,-1.3339e+05,1.3118e-01,6.8919e+00,1.2988e+05,3.7095e+02,-9.9655e-01,-1.2175e+00,1.9774e+00,1.7103e+00,4.0163e+00,3.5002e+00,5.3972e+00,2.9811e+01
8.4000e+01,1.0000e+00,1.7004e+01,-1.3334e+05,-1.3335e+05,-2.0974e-01,-1.3335e+05,1.3120e-01,6.8943e+00,1.2986e+05,3.7504e+02,-6.9642e-01,-1.7601e+00,1.1871e+00,1.7304e+00,3.8833e+00,5.0276e+00,5.3635e+00,3.1862e+01
8.5000e+01,2.0000e+00,1.7137e+01,-1.3332e+05,-1.3332e+05,-2.1223e-01,-1.3332e+05,1.3123e-01,6.8968e+00,1.2982e+05,3.8362e+02,-3.0566e-01,-7.2922e-01,1.6552e+00,1.4171e+00,1.0140e+00,2.9942e+00,5.5824e+00,3.0693e+01
8.6000e+01,1.0000e+00,1.7304e+01,-1.3325e+05,-1.3325e+05,-2.1473e-01,-1.3325e+05,1.3125e-01,6.8993e+00,1.2980e+05,3.8751e+02,4.7497e-01,-1.2637e+00,1.5706e+00,3.6017e+00,7.3247e-01,5.2682e+00,4.3201e+00,3.0538e+01
8.7000e+01,1.0000e+00,1.7470e+01,-1.3305e+05,-1.3306e+05,-2.1723e-01,-1.3306e+05,1.3127e-01,6.9018e+00,1.2973e+05,3.9103e+02,3.8252e-01,-1.1271e+00,1.8275e+00,2.4143e+00,3.4990e+00,5.0690e+00,4.8160e+00,2.8832e+01
